stableKey,exerciseName,sourceRowOrder,classOrder,coreClass,directTarget,taxonomyFlag,inventorySnapshotMovementPattern,inventorySnapshotStabilityDemand,sourceEquipment,sourceCommit,classificationReason,evidenceGroup,evidenceApplicability,evidenceUrl,confidence,reviewStatus
ex_e2efd0fe,불가리안 스플릿 스쿼트,180,2,HIDDEN_HIGH,,,LUNGE,HIGH,BENCH|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_ee378da7,스케이터 스쿼트,190,2,HIDDEN_HIGH,,,SQUAT,HIGH,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_f2a79d37,스플릿 스쿼트,192,2,HIDDEN_HIGH,,,LUNGE,HIGH,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_f459ad2a,메도우즈 로우,194,2,HIDDEN_HIGH,,,HORIZONTAL_PULL,HIGH,BARBELL|LANDMINE,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,HIGH,APPROVED_DRAFT
ex_fa2e73b3,핸드스탠드 푸시업,198,2,HIDDEN_HIGH,,,VERTICAL_PUSH,MODERATE,WALL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,PUSHUP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18362038/ | https://pubmed.ncbi.nlm.nih.gov/18579905/ | https://pubmed.ncbi.nlm.nih.gov/16540847/,HIGH,APPROVED_DRAFT
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,212,2,HIDDEN_HIGH,,,VERTICAL_PUSH,HIGH,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,OHP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/21877146/,HIGH,APPROVED_DRAFT
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,213,2,HIDDEN_HIGH,,,VERTICAL_PUSH,HIGH,KETTLEBELL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,OHP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/21877146/,HIGH,APPROVED_DRAFT
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,218,2,HIDDEN_HIGH,,,HINGE,HIGH,KETTLEBELL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,223,2,HIDDEN_HIGH,,,THROW|TRUNK_FLEXION,MODERATE,MEDICINE_BALL,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,229,2,HIDDEN_HIGH,,,HORIZONTAL_PULL,HIGH,GYMNASTIC_RINGS,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,HIGH,APPROVED_DRAFT
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,230,2,HIDDEN_HIGH,,,HORIZONTAL_PULL,HIGH,SUSPENSION_TRAINER,532d2343cafd9e54924dc52350c6e108893b4b07,코어가 직접 목표는 아니지만 몸통 강성/토크 제어/힘 전달이 수행의 주요 제약,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,HIGH,APPROVED_DRAFT
barbell_bench_press,벤치프레스,5,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,BARBELL|BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,BENCH,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/25031673/,MEDIUM,APPROVED_DRAFT
dumbbell_goblet_squat,덤벨 고블릿 스쿼트,19,3,HIDDEN_MODERATE,,,SQUAT,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_1052e9fa,스미스 머신 런지,29,3,HIDDEN_MODERATE,,,LUNGE,MODERATE,SMITH_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_16b298db,미니밴드 사이드워크,31,3,HIDDEN_MODERATE,,,,HIGH,BAND,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_1c7f2342,랜덤 풋워크,34,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_1cf51b6b,노르딕 햄스트링 컬,35,3,HIDDEN_MODERATE,,,,LOW,HEEL_ANCHOR,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_2055b629,애질리티 래더,37,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,AGILITY_LADDER,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_216351a1,가벼운 콕줍기,38,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,SHUTTLECOCKS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_27b3deb5,클로즈그립 벤치프레스,39,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,BARBELL|BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,BENCH,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/25031673/,MEDIUM,APPROVED_DRAFT
ex_282a9d87,링 로우,42,3,HIDDEN_MODERATE,,,HORIZONTAL_PULL,HIGH,GYMNASTIC_RINGS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,MEDIUM,APPROVED_DRAFT
ex_28902b13,푸시업,45,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,PUSHUP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18362038/ | https://pubmed.ncbi.nlm.nih.gov/18579905/ | https://pubmed.ncbi.nlm.nih.gov/16540847/,MEDIUM,APPROVED_DRAFT
ex_314df428,원레그 홉 투 스틱,50,3,HIDDEN_MODERATE,,,BOUND|HOP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_32eb8457,원암 랫풀다운,52,3,HIDDEN_MODERATE,,,VERTICAL_PULL,HIGH,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_33841b88,6코너 풋워크,53,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_34e7d21,래터럴 바운드 투 스틱,55,3,HIDDEN_MODERATE,,,BOUND,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_377448a9,스플릿 스텝 후 좌우 런지,56,3,HIDDEN_MODERATE,,,HOP|LUNGE|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_3a7d3eda,덤벨 벤치프레스,59,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,BENCH|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,BENCH,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/25031673/,MEDIUM,APPROVED_DRAFT
ex_3caa236b,파이크 푸시업,61,3,HIDDEN_MODERATE,,,VERTICAL_PUSH,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,PUSHUP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18362038/ | https://pubmed.ncbi.nlm.nih.gov/18579905/ | https://pubmed.ncbi.nlm.nih.gov/16540847/,MEDIUM,APPROVED_DRAFT
ex_421ba24b,좌우 랜덤 콕줍기,65,3,HIDDEN_MODERATE,,,GAIT|SHUFFLE_CHASSE|STEP,HIGH,SHUTTLECOCKS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_4255e429,앞뒤 랜덤 콕줍기,66,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,SHUTTLECOCKS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_4773b6ea,린단 참고 트랙 스프린트,69,3,HIDDEN_MODERATE,,,GAIT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_4c76dbb2,케이블 풀스루,71,3,HIDDEN_MODERATE,,,HINGE,MODERATE,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_5004ca76,린단 참고 페이스 체인지 풋워크,73,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_6232f4bc,박스 스텝업,77,3,HIDDEN_MODERATE,,,SQUAT|STEP,MODERATE,BOX_STEP,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_64422511,랜덤 방향전환 드릴,78,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_6463edad,딥스,80,3,HIDDEN_MODERATE,,,VERTICAL_PUSH,MODERATE,PARALLEL_BARS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_64644b5e,런지,81,3,HIDDEN_MODERATE,,,LUNGE,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_6466fe77,친업,83,3,HIDDEN_MODERATE,,,VERTICAL_PULL,MODERATE,PULL_UP_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_681d9ed2,러닝,84,3,HIDDEN_MODERATE,,,GAIT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_681eed4a,수영,85,3,HIDDEN_MODERATE,,,,MODERATE,SWIMMING_POOL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_69a56484,래터럴 스텝다운,86,3,HIDDEN_MODERATE,,,SQUAT|SHUFFLE_CHASSE|STEP,MODERATE,BOX_STEP,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_704cbf1a,덤벨 스텝업,88,3,HIDDEN_MODERATE,,,SQUAT|STEP,MODERATE,BOX_STEP|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_74c2d13b,계단 오르기,96,3,HIDDEN_MODERATE,,,GAIT|STEP,MODERATE,STAIRS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_752b45ae,멀티셔틀 풋워크,97,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,SHUTTLECOCKS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_767e188e,아놀드 프레스,98,3,HIDDEN_MODERATE,,,VERTICAL_PUSH,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,OHP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/21877146/,MEDIUM,APPROVED_DRAFT
ex_79f3bdbe,덤벨 숄더프레스,100,3,HIDDEN_MODERATE,,,VERTICAL_PUSH,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,OHP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/21877146/,MEDIUM,APPROVED_DRAFT
ex_8a3800f1,리버스 노르딕 컬,108,3,HIDDEN_MODERATE,,,,LOW,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_8e69fc74,스플릿 스텝 리액션,110,3,HIDDEN_MODERATE,,,HOP|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_9b132c23,사이드 스텝 후 정지,116,3,HIDDEN_MODERATE,,,GAIT|SHUFFLE_CHASSE|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_9bd6dddb,줄넘기,117,3,HIDDEN_MODERATE,,,HOP,HIGH,JUMP_ROPE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a12de111,A스킵,120,3,HIDDEN_MODERATE,,,GAIT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a12de4d2,B스킵,121,3,HIDDEN_MODERATE,,,GAIT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a3ddd8ac,라인 홉,123,3,HIDDEN_MODERATE,,,HOP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a4040be3,셔틀런,124,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a412dd45,앙클링,125,3,HIDDEN_MODERATE,,,HOP|GAIT,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a4350c0f,콘 드릴,126,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,CONE_MARKER,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_a61f1e96,인클라인 덤벨 프레스,130,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,BENCH|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,BENCH,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/25031673/,MEDIUM,APPROVED_DRAFT
ex_a76f20b6,시티드 원암 케이블 로우,132,3,HIDDEN_MODERATE,,,HORIZONTAL_PULL,HIGH,CABLE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,ROW,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/19197209/ | https://pubmed.ncbi.nlm.nih.gov/26134664/,MEDIUM,APPROVED_DRAFT
ex_b4b198de,래터럴 런지,141,3,HIDDEN_MODERATE,,,LUNGE,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
ex_bb4b4276,등받이 없는 덤벨 시티드 숄더프레스,147,3,HIDDEN_MODERATE,,,VERTICAL_PUSH,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,OHP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/21877146/,MEDIUM,APPROVED_DRAFT
ex_bc84eb7f,6방향 랜덤 콕줍기,148,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,SHUTTLECOCKS,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_c4535de3,스캡 푸시업,152,3,HIDDEN_MODERATE,,,HORIZONTAL_PUSH,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,PUSHUP,CLOSE_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18362038/ | https://pubmed.ncbi.nlm.nih.gov/18579905/ | https://pubmed.ncbi.nlm.nih.gov/16540847/,MEDIUM,APPROVED_DRAFT
ex_c4ea0a2a,스킵 바운드,153,3,HIDDEN_MODERATE,,,BOUND|GAIT,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_c5c2fdef,스트라이드,156,3,HIDDEN_MODERATE,,,GAIT,MODERATE,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_c5f4c242,랜덤 비프 풋워크,157,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,AUDIO_CUE_DEVICE,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_c6d9efef,스플릿 스텝,159,3,HIDDEN_MODERATE,,,HOP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_c7977dfd,6코너 풋워크 최대반복 테스트,160,3,HIDDEN_MODERATE,,,GAIT|STEP,HIGH,,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,REVIEW_RECOMMENDED
ex_c8bcf3ce,리버스 런지,161,3,HIDDEN_MODERATE,,,LUNGE,MODERATE,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,지속적인 몸통 안정화가 필요하지만 코어가 주 수행 제한요인은 아님,SQUAT_DEADLIFT,ANALOGICAL_EXERCISE_CLASS,https://pubmed.ncbi.nlm.nih.gov/18076231/ | https://pubmed.ncbi.nlm.nih.gov/18296961/ | https://pubmed.ncbi.nlm.nih.gov/19054687/,MEDIUM,REVIEW_RECOMMENDED
