"curveId","설명","semantic","interpolation","evidenceGrade","hours","value","basis"
"RCV_CARTILAGE_UPPER_PROXY","상지 관절·섬유연골 급성 상태 proxy","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","LOW_CONFIDENCE_CLASS_PROXY","6","0.34","상지 연골/TFCC 직접 회복곡선 부족. 하지 연골 및 관절접촉 기능자료의 보수적 전이."
"RCV_CARTILAGE_UPPER_PROXY","상지 관절·섬유연골 급성 상태 proxy","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","LOW_CONFIDENCE_CLASS_PROXY","24","0.08","상지 연골/TFCC 직접 회복곡선 부족. 하지 연골 및 관절접촉 기능자료의 보수적 전이."
"RCV_CARTILAGE_UPPER_PROXY","상지 관절·섬유연골 급성 상태 proxy","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","LOW_CONFIDENCE_CLASS_PROXY","48","0","상지 연골/TFCC 직접 회복곡선 부족. 하지 연골 및 관절접촉 기능자료의 보수적 전이."
"RCV_SPINAL_CREEP","척추 추간판·후방조직 creep","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","EX_VIVO_PLUS_FUNCTIONAL_PROXY","0","1","추간판 creep ex vivo 회복 앵커와 건강인 기능 proxy를 분리한 보수적 prior."
"RCV_SPINAL_CREEP","척추 추간판·후방조직 creep","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","EX_VIVO_PLUS_FUNCTIONAL_PROXY","2","0.72","추간판 creep ex vivo 회복 앵커와 건강인 기능 proxy를 분리한 보수적 prior."
"RCV_SPINAL_CREEP","척추 추간판·후방조직 creep","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","EX_VIVO_PLUS_FUNCTIONAL_PROXY","8","0.34","추간판 creep ex vivo 회복 앵커와 건강인 기능 proxy를 분리한 보수적 prior."
"RCV_SPINAL_CREEP","척추 추간판·후방조직 creep","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","EX_VIVO_PLUS_FUNCTIONAL_PROXY","16","0.08","추간판 creep ex vivo 회복 앵커와 건강인 기능 proxy를 분리한 보수적 prior."
"RCV_SPINAL_CREEP","척추 추간판·후방조직 creep","UNRESOLVED_FAST_MECHANICAL_STATE","PCHIP_MONOTONE","EX_VIVO_PLUS_FUNCTIONAL_PROXY","24","0","추간판 creep ex vivo 회복 앵커와 건강인 기능 proxy를 분리한 보수적 prior."
"RCV_FASCIA_REMODELING_PROXY","근막 재형성 proxy","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","COLLAGEN_TISSUE_CLASS_TRANSFER","0","0","직접 근막 자료 부족으로 건 콜라겐 반응을 축소 전이."
"RCV_FASCIA_REMODELING_PROXY","근막 재형성 proxy","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","COLLAGEN_TISSUE_CLASS_TRANSFER","6","0.42","직접 근막 자료 부족으로 건 콜라겐 반응을 축소 전이."
"RCV_FASCIA_REMODELING_PROXY","근막 재형성 proxy","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","COLLAGEN_TISSUE_CLASS_TRANSFER","24","0.8","직접 근막 자료 부족으로 건 콜라겐 반응을 축소 전이."
"RCV_FASCIA_REMODELING_PROXY","근막 재형성 proxy","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","COLLAGEN_TISSUE_CLASS_TRANSFER","48","0.5","직접 근막 자료 부족으로 건 콜라겐 반응을 축소 전이."
"RCV_FASCIA_REMODELING_PROXY","근막 재형성 proxy","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","COLLAGEN_TISSUE_CLASS_TRANSFER","72","0.22","직접 근막 자료 부족으로 건 콜라겐 반응을 축소 전이."
"RCV_FASCIA_REMODELING_PROXY","근막 재형성 proxy","BIOLOGICAL_ACTIVITY_NOT_FATIGUE","PCHIP_SHAPE_PRESERVING","COLLAGEN_TISSUE_CLASS_TRANSFER","120","0","직접 근막 자료 부족으로 건 콜라겐 반응을 축소 전이."
