"stableKey","scope","displayNameKo","anatomicalLocationKo","primaryFunctionsKo","commonLoadContextsKo","shortDescriptionKo","metadataVersion"
"lu_cb820016df","LOAD_UNIT","중족지 족저판 복합체","중족·전족부 복합체 안의 중족지 족저판 복합체","압박 부하를 전달|굽힘 부하에 대응|인장 부하를 전달","스탠딩 카프 레이즈|시티드 카프 레이즈|싱글 레그 카프 레이즈|카프 레이즈","중족지 족저판 복합체: 압박 부하를 전달, 굽힘 부하에 대응, 인장 부하를 전달 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_d5838e52ca","LOAD_UNIT","견관절와상완관절","견관절와상완 복합체 안의 견관절와상완관절","관절 접촉 압력을 분산|전단 부하에 대응|당겨지는 부하에 대응|비틀림 부하를 제어","Yates Row|네거티브 풀업|다이아몬드 푸시업|덤벨 래터럴 레이즈","견관절와상완관절: 관절 접촉 압력을 분산, 전단 부하에 대응, 당겨지는 부하에 대응, 비틀림 부하를 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_211533cb7a","LOAD_UNIT","견봉쇄골관절","견갑·쇄골 복합체 안의 견봉쇄골관절","관절 접촉 압력을 분산|전단 부하에 대응|압박 부하를 전달","Yates Row|네거티브 풀업|다이아몬드 푸시업|덤벨 래터럴 레이즈","견봉쇄골관절: 관절 접촉 압력을 분산, 전단 부하에 대응, 압박 부하를 전달 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_3298f78330","LOAD_UNIT","흉쇄관절","견갑·쇄골 복합체 안의 흉쇄관절","관절 접촉 압력을 분산|전단 부하에 대응|힘을 인접 부위로 전달","Yates Row|네거티브 풀업|다이아몬드 푸시업|덤벨 래터럴 레이즈","흉쇄관절: 관절 접촉 압력을 분산, 전단 부하에 대응, 힘을 인접 부위로 전달 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_0a858e59a0","LOAD_UNIT","견갑흉곽 기능관절","견갑·쇄골 복합체 안의 견갑흉곽 기능관절","반복 활주를 지지|힘을 인접 부위로 전달|관절과 분절을 안정화","Yates Row|네거티브 풀업|다이아몬드 푸시업|덤벨 래터럴 레이즈","견갑흉곽 기능관절: 반복 활주를 지지, 힘을 인접 부위로 전달, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_3e640e59e9","LOAD_UNIT","후상방 회전근개건 복합체","견관절와상완 복합체 안의 후상방 회전근개건 복합체","인장 부하를 전달|압박 부하를 전달|관절과 분절을 안정화|빠른 신장 부하에 대응","Yates Row|네거티브 풀업|다이아몬드 푸시업|덤벨 래터럴 레이즈","후상방 회전근개건 복합체: 인장 부하를 전달, 압박 부하를 전달, 관절과 분절을 안정화, 빠른 신장 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_9244162017","LOAD_UNIT","견갑하근건","견관절와상완 복합체 안의 견갑하근건","인장 부하를 전달|관절과 분절을 안정화|안쪽회전 부하를 제어","다이아몬드 푸시업|덤벨 벤치프레스|덤벨 숄더프레스|등받이 없는 덤벨 시티드 숄더프레스","견갑하근건: 인장 부하를 전달, 관절과 분절을 안정화, 안쪽회전 부하를 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_641c50bab9","LOAD_UNIT","상완이두근 장두건","견관절와상완 복합체 안의 상완이두근 장두건","인장 부하를 전달|반복 활주를 지지|관절과 분절을 안정화","Yates Row|네거티브 풀업|랫풀다운|리어델트 케이블 플라이","상완이두근 장두건: 인장 부하를 전달, 반복 활주를 지지, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_889f90c55d","LOAD_UNIT","대흉근건 복합체","견관절와상완 복합체 안의 대흉근건 복합체","인장 부하를 전달|신장 부하에 대응|빠른 신장 부하에 대응","다이아몬드 푸시업|덤벨 벤치프레스|덤벨 풀오버|디클라인 푸시업","대흉근건 복합체: 인장 부하를 전달, 신장 부하에 대응, 빠른 신장 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_4a4649760b","LOAD_UNIT","광배근·대원근건 복합체","견관절와상완 복합체 안의 광배근·대원근건 복합체","인장 부하를 전달|신장 부하에 대응|힘을 인접 부위로 전달","Yates Row|네거티브 풀업|덤벨 래터럴 레이즈|덤벨 풀오버","광배근·대원근건 복합체: 인장 부하를 전달, 신장 부하에 대응, 힘을 인접 부위로 전달 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_c8bfbfac3b","LOAD_UNIT","삼각근건 복합체","견관절와상완 복합체 안의 삼각근건 복합체","인장 부하를 전달|빠른 신장 부하에 대응","덤벨 래터럴 레이즈|덤벨 벤치프레스|덤벨 숄더프레스|덤벨 풀오버","삼각근건 복합체: 인장 부하를 전달, 빠른 신장 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_9db157ba90","LOAD_UNIT","견관절와상완 관절낭·인대 복합체","견관절와상완 복합체 안의 견관절와상완 관절낭·인대 복합체","인장 부하를 전달|관절 끝 범위를 안정화|당겨지는 부하에 대응|비틀림 부하를 제어","네거티브 풀업|덤벨 숄더프레스|덤벨 풀오버|등받이 없는 덤벨 시티드 숄더프레스","견관절와상완 관절낭·인대 복합체: 인장 부하를 전달, 관절 끝 범위를 안정화, 당겨지는 부하에 대응, 비틀림 부하를 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_8df6cfe570","LOAD_UNIT","견봉쇄골·오구쇄골 인대 복합체","견갑·쇄골 복합체 안의 견봉쇄골·오구쇄골 인대 복합체","인장 부하를 전달|전단 부하에 대응|힘을 인접 부위로 전달","Yates Row|네거티브 풀업|다이아몬드 푸시업|덤벨 벤치프레스","견봉쇄골·오구쇄골 인대 복합체: 인장 부하를 전달, 전단 부하에 대응, 힘을 인접 부위로 전달 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_9cf6b4fc69","LOAD_UNIT","관절와순","견관절와상완 복합체 안의 관절와순","압박 부하를 전달|전단 부하에 대응|비틀림 부하를 제어|당겨지는 부하에 대응","네거티브 풀업|덤벨 숄더프레스|덤벨 풀오버|등받이 없는 덤벨 시티드 숄더프레스","관절와순: 압박 부하를 전달, 전단 부하에 대응, 비틀림 부하를 제어, 당겨지는 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_a706efdddb","LOAD_UNIT","팔꿈치 굴신 관절 복합체","팔꿈치 굴신 복합체 안의 팔꿈치 굴신 관절 복합체","관절 접촉 압력을 분산|압박 부하를 전달|전단 부하에 대응","EZ바 컬|Yates Row|네거티브 풀업|다이아몬드 푸시업","팔꿈치 굴신 관절 복합체: 관절 접촉 압력을 분산, 압박 부하를 전달, 전단 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_c738cc0a37","LOAD_UNIT","근위·원위 요척관절 복합체","요척 회전 복합체 안의 근위·원위 요척관절 복합체","관절 접촉 압력을 분산|비틀림 부하를 제어|회전 부하를 제어","EZ바 컬|Yates Row|덤벨 리스트 컬|덤벨 컬","근위·원위 요척관절 복합체: 관절 접촉 압력을 분산, 비틀림 부하를 제어, 회전 부하를 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_1b115c8b4f","LOAD_UNIT","원위 상완이두근건","팔꿈치 굴신 복합체 안의 원위 상완이두근건","인장 부하를 전달|빠른 신장 부하에 대응|회외 동작을 제어","EZ바 컬|Yates Row|네거티브 풀업|덤벨 리스트 컬","원위 상완이두근건: 인장 부하를 전달, 빠른 신장 부하에 대응, 회외 동작을 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_63101fe8b2","LOAD_UNIT","원위 상완삼두근건","팔꿈치 굴신 복합체 안의 원위 상완삼두근건","인장 부하를 전달|빠른 신장 부하에 대응","다이아몬드 푸시업|덤벨 벤치프레스|덤벨 숄더프레스|덤벨 킥백","원위 상완삼두근건: 인장 부하를 전달, 빠른 신장 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_52a0b0ba44","LOAD_UNIT","공통 굴곡·회내건 복합체","팔꿈치 굴신 복합체 안의 공통 굴곡·회내건 복합체","인장 부하를 전달|그립 부하를 지지|회내 동작을 제어|관절과 분절을 안정화","EZ바 컬|Yates Row|네거티브 풀업|덤벨 리스트 컬","공통 굴곡·회내건 복합체: 인장 부하를 전달, 그립 부하를 지지, 회내 동작을 제어, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_b929d8ffe5","LOAD_UNIT","공통 신전·회외건 복합체","팔꿈치 굴신 복합체 안의 공통 신전·회외건 복합체","인장 부하를 전달|그립 부하를 지지|회외 동작을 제어|관절과 분절을 안정화","EZ바 컬|Yates Row|네거티브 풀업|덤벨 리스트 컬","공통 신전·회외건 복합체: 인장 부하를 전달, 그립 부하를 지지, 회외 동작을 제어, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_a45742ef7a","LOAD_UNIT","팔꿈치 내측측부인대 복합체","팔꿈치 굴신 복합체 안의 팔꿈치 내측측부인대 복합체","인장 부하를 전달|외반 부하를 제어|비틀림 부하를 제어","30초 반복 스매시 테스트|메디신볼 슬램|배드민턴|배드민턴 레슨","팔꿈치 내측측부인대 복합체: 인장 부하를 전달, 외반 부하를 제어, 비틀림 부하를 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_148c6ed411","LOAD_UNIT","팔꿈치 외측측부인대 복합체","팔꿈치 굴신 복합체 안의 팔꿈치 외측측부인대 복합체","인장 부하를 전달|내반 부하를 제어|회전 안정성을 유지","30초 반복 스매시 테스트|메디신볼 슬램|배드민턴|배드민턴 레슨","팔꿈치 외측측부인대 복합체: 인장 부하를 전달, 내반 부하를 제어, 회전 안정성을 유지 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_e11d5f58a5","LOAD_UNIT","요골 환상인대","요척 회전 복합체 안의 요골 환상인대","인장 부하를 전달|회전 부하를 제어|관절과 분절을 안정화","EZ바 컬|Yates Row|덤벨 리스트 컬|덤벨 컬","요골 환상인대: 인장 부하를 전달, 회전 부하를 제어, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_dec56c15d8","LOAD_UNIT","요수근·중수근 관절 복합체","손목 복합체 안의 요수근·중수근 관절 복합체","관절 접촉 압력을 분산|압박 부하를 전달|전단 부하에 대응|굽힘 부하에 대응","B-스탠스 RDL|EZ바 컬|Yates Row|네거티브 풀업","요수근·중수근 관절 복합체: 관절 접촉 압력을 분산, 압박 부하를 전달, 전단 부하에 대응, 굽힘 부하에 대응 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_fb7a2d91e6","LOAD_UNIT","삼각섬유연골복합체(TFCC)","손목 복합체 안의 삼각섬유연골복합체(TFCC)","압박 부하를 전달|전단 부하에 대응|비틀림 부하를 제어|손목 척측 편위를 제어","다이아몬드 푸시업|덤벨 프로네이션/수피네이션|디클라인 푸시업|마운틴 클라이머","삼각섬유연골복합체(TFCC): 압박 부하를 전달, 전단 부하에 대응, 비틀림 부하를 제어, 손목 척측 편위를 제어 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_bdb58738eb","LOAD_UNIT","주상월상·월상삼각 인대 복합체","손목 복합체 안의 주상월상·월상삼각 인대 복합체","인장 부하를 전달|전단 부하에 대응|손목뼈 정렬을 안정화","다이아몬드 푸시업|덤벨 벤치프레스|덤벨 숄더프레스|등받이 없는 덤벨 시티드 숄더프레스","주상월상·월상삼각 인대 복합체: 인장 부하를 전달, 전단 부하에 대응, 손목뼈 정렬을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_8af4d2c3e7","LOAD_UNIT","손목 굴곡건 복합체","손목 복합체 안의 손목 굴곡건 복합체","인장 부하를 전달|그립 부하를 지지|관절과 분절을 안정화","B-스탠스 RDL|EZ바 컬|Yates Row|네거티브 풀업","손목 굴곡건 복합체: 인장 부하를 전달, 그립 부하를 지지, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_0fff8b2ee4","LOAD_UNIT","손목 신전건 복합체","손목 복합체 안의 손목 신전건 복합체","인장 부하를 전달|그립 부하를 지지|관절과 분절을 안정화","B-스탠스 RDL|EZ바 컬|Yates Row|네거티브 풀업","손목 신전건 복합체: 인장 부하를 전달, 그립 부하를 지지, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_c11995f705","LOAD_UNIT","손가락 굴곡건·활차 복합체","손·그립 복합체 안의 손가락 굴곡건·활차 복합체","인장 부하를 전달|그립 부하를 지지|반복 활주를 지지","B-스탠스 RDL|EZ바 컬|Yates Row|네거티브 풀업","손가락 굴곡건·활차 복합체: 인장 부하를 전달, 그립 부하를 지지, 반복 활주를 지지 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_63aa4c5406","LOAD_UNIT","엄지 건 복합체","손·그립 복합체 안의 엄지 건 복합체","인장 부하를 전달|그립 부하를 지지|집기 동작을 지지","30초 반복 스매시 테스트|메디신볼 슬램|파머스 캐리|배드민턴","엄지 건 복합체: 인장 부하를 전달, 그립 부하를 지지, 집기 동작을 지지 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
"lu_6573d7bf8a","LOAD_UNIT","손·그립 관절·인대 복합체","손·그립 복합체 안의 손·그립 관절·인대 복합체","압박 부하를 전달|그립 부하를 지지|전단 부하에 대응|관절과 분절을 안정화","B-스탠스 RDL|EZ바 컬|Yates Row|네거티브 풀업","손·그립 관절·인대 복합체: 압박 부하를 전달, 그립 부하를 지지, 전단 부하에 대응, 관절과 분절을 안정화 관련 부하를 보는 연결조직 분석 단위.","RCV-ALL-0.6-EDU-1"
