sourceSegment,번호,운동명,exerciseStableKey,bodyRegion,forceType,movementPattern,movementCategory,laterality,plane,대표연구운동,운동군,운동군_ko,연구구분,계산유형,입력단위,loadUnitStableKey,loadUnitCode,분석단위명,조직유형,jointComplexStableKey,jointComplexCode,관절복합체명,primaryTissueStableKey,componentTissueStableKeys,componentTissueCodes,componentTissueNamesKo,componentCount,mappingRoles,M,S_rapidity,C,P_load_profile,P_한국어,P_D_role,P_runtime_rule,DoseBasis,DoseUnit,DoseRule,bodyWeightCoefficient,ContextFlags,C_runtime_policy,연구코드,근거강도,근거URL,점수산정근거,상태,점수버전,metadata_updated_at,S_rapidity_basis,transferSourceExerciseKey,transferSourceExerciseName,mappingConfidence,familyImportance,scoreStatus,catalogVersion,stableKeyMappingStatus
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_63101fe8b2,lu_distal_triceps_tendon,원위 상완삼두근건,TENDON,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,tissue_7c9fa6743b,tissue_7c9fa6743b,tissue_distal_triceps_tendon,원위 상완삼두근건,1,PRIMARY_LOAD,4.4,9,8.1,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 원위 상완삼두근건은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_a706efdddb,lu_elbow_joint,팔꿈치 굴신 관절 복합체,JOINT,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,,tissue_e30af10e4a|tissue_8e5c3b2414,tissue_humeroulnar_joint|tissue_humeroradial_joint,상완척골관절|상완요골관절,2,FORCE_TRANSFER,4.7,9,8.1,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 팔꿈치 굴신 관절 복합체은(는) FORCE_TRANSFER 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,SECONDARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_a45742ef7a,lu_elbow_ucl,팔꿈치 내측측부인대 복합체,LIGAMENT,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,tissue_b3e48d57e3,tissue_b3e48d57e3,tissue_elbow_ucl,팔꿈치 내측측부인대,1,STABILIZATION,4.2,9,9.1,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 팔꿈치 내측측부인대 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_9db157ba90,lu_glenohumeral_capsuloligament,견관절와상완 관절낭·인대 복합체,LIGAMENT,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,,tissue_8d017eed91|tissue_9ab4c9cc90,tissue_glenohumeral_ligament_complex|tissue_coracohumeral_ligament,견관절와상완 인대 복합체|오구상완인대,2,STABILIZATION,5,9,9.3,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 견관절와상완 관절낭·인대 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_d5838e52ca,lu_glenohumeral_joint,견관절와상완관절,JOINT,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_b30624a2b0,tissue_b30624a2b0,tissue_glenohumeral_joint,견관절와상완관절,1,PRIMARY_LOAD,6.3,9,8.8,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 견관절와상완관절은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_9cf6b4fc69,lu_glenoid_labrum,관절와순,FIBROCARTILAGE,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_95b1b0da1b,tissue_95b1b0da1b,tissue_glenoid_labrum,관절와순,1,STABILIZATION,4.7,9,9.1,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 관절와순은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_a7dd63adb6,lu_gluteus_maximus_tendon,대둔근건 복합체,TENDON,jc_ae763d5994,jc_hip,고관절 복합체,tissue_7f007308a0,tissue_7f007308a0,tissue_gluteus_maximus_tendon,대둔근건,1,FORCE_TRANSFER,4.5,9,8,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 대둔근건 복합체은(는) FORCE_TRANSFER 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,SECONDARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_348ac6b7a6,lu_gluteus_med_min_tendon,중둔근·소둔근건 복합체,TENDON,jc_ae763d5994,jc_hip,고관절 복합체,,tissue_c9d3826a11|tissue_1eaf4d14d8,tissue_gluteus_medius_tendon|tissue_gluteus_minimus_tendon,중둔근건|소둔근건,2,STABILIZATION,4,9,8.3,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 중둔근·소둔근건 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_6573d7bf8a,lu_hand_grip_joint_ligament,손·그립 관절·인대 복합체,FUNCTIONAL_LOAD_UNIT,jc_0876f954f2,jc_hand_grip,손·그립 복합체,,tissue_fcc58a85e8|tissue_ba1d866e61|tissue_e1c9db452e,tissue_finger_joint_complex|tissue_thumb_cmc_joint|tissue_hand_collateral_ligament_complex,손가락 관절 복합체|엄지 수근중수관절|손가락 측부인대 복합체,3,LOAD_BEARING,3.7,9.1,7.3,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 손·그립 관절·인대 복합체은(는) LOAD_BEARING 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,SECONDARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_50d1389a95,lu_hip_capsuloligament,고관절 관절낭·인대 복합체,LIGAMENT,jc_ae763d5994,jc_hip,고관절 복합체,,tissue_ad800125ab|tissue_d9a6eaf6d0|tissue_1d2e8944ba,tissue_iliofemoral_ligament|tissue_pubofemoral_ligament|tissue_ischiofemoral_ligament,장골대퇴인대|치골대퇴인대|좌골대퇴인대,3,STABILIZATION,3.8,9,8.5,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 고관절 관절낭·인대 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_a9651bd8d7,lu_hip_joint,고관절,JOINT,jc_ae763d5994,jc_hip,고관절 복합체,tissue_50091b2878,tissue_50091b2878,tissue_hip_joint,고관절,1,FORCE_TRANSFER,4.5,9,8.3,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 고관절은(는) FORCE_TRANSFER 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,SECONDARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,8,30초 반복 스매시 테스트,ex_91d8430b,WHOLE_BODY,POWER,BADMINTON_SKILL_TEST|OVERHEAD_POWER|ROTATIONAL_POWER|REPEATED_STRIKE_CAPACITY,SPORT_SPECIFIC,BILATERAL,TRANSVERSE,Y,REPEATED_SMASH_TEST,반복 오버헤드 스매시,REPRESENTATIVE_ANCHOR,반복 타격,성공타수·30초,lu_641c50bab9,lu_long_head_biceps_tendon,상완이두근 장두건,TENDON,jc_9caf42a031,jc_shoulder_glenohumeral,견관절와상완 복합체,tissue_5e2ccec798,tissue_5e2ccec798,tissue_long_head_biceps_tendon,상완이두근 장두건,1,STABILIZATION,4.7,9,8.8,TRANSIENT_PEAK,순간 피크 반복,D_PRIMARY_EVENT_COUNT,D의 실제 이벤트 수·세트·강도·밀도를 사용. cumulative = M × events × sets × load/intensity modifiers. S는 피크 급속도 성분으로 별도 보존.,EVENT_COUNT,성공타수·30초,successfulSmashes × intensityModifier; session cumulative also uses 30-second density,,OVERHEAD|ROTATIONAL_POWER|REPEATED_STRIKE|RACKET_GRIP,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM,중간,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9598458/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7205924/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8811517/
https://pubmed.ncbi.nlm.nih.gov/22813080/","배드민턴 오버헤드 스매시의 회전·어깨·팔꿈치·손목 전달과 30초 반복 밀도를 반영. 상완이두근 장두건은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 BDM01|BDM02|THR01|THR03|UPPER-CTM|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,transient_peak; exercise_base=9.0; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
