exerciseStableKey,exerciseName,planningEligibility,primarySemanticLayer,hasGeneralQuality,hasCoreRelation,hasSportTaskRelation,hasRecoveryPrehabRelation,candidateQuality,candidateRelationLevel,reason,runtimeEvidence,conflict,reviewDecision,status
ex_3c3692aa,케이블 원암 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_3caa236b,파이크 푸시업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,BODYWEIGHT_VERTICAL_PUSH_VARIANTS|BODYWEIGHT_VERTICAL_PUSH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|OVERHEAD_PUSH_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_3d5719de,원암 케이블 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_3f184ef9,버피,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,BODYWEIGHT_CONDITIONING_POWER|CONDITIONING|FATIGUE|SESSION_LOAD|BALANCE|CARDIO_CONDITIONING_STRESS|REPS_OR_TIME,,PASS,AUTO_APPROVED
ex_40fa57be,원암 케이블 하이 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_421ba24b,좌우 랜덤 콕줍기,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_4255e429,앞뒤 랜덤 콕줍기,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_442617f6,원암 케이블 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CHEST_ISOLATION|CHEST_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_462c760e,체스트 서포티드 원암 머신 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_4773b6ea,린단 참고 트랙 스프린트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SPRINT_ACCELERATION_CONDITIONING|CONDITIONING|FATIGUE|SESSION_LOAD|BALANCE|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE,Legacy hypertrophy signal conflicts with runtime SPRINT_ACCELERATION_CONDITIONING/CARDIO_CONDITIONING_STRESS.,PASS,AUTO_APPROVED
ex_4aa3725a,머신 숄더프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_PRESS_VARIANTS|OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|OVERHEAD_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_4c76dbb2,케이블 풀스루,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,DEADLIFT_HINGE_VARIANTS|POSTERIOR_CHAIN_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HINGE_POSTERIOR_CHAIN_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_4c779df2,케이블 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CHEST_ISOLATION|CHEST_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_5004ca76,린단 참고 페이스 체인지 풋워크,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_5c8751d2,시티드 카프 레이즈,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CALF_RAISE_ANKLE_STIFFNESS_VARIANTS|ANKLE_CALF_SUPPORT|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_5ca7133f,원레그 카프 레이즈,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CALF_RAISE_ANKLE_STIFFNESS_VARIANTS|ANKLE_CALF_SUPPORT|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_6232f4bc,박스 스텝업,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,YES,NO,STRENGTH,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,STEP_UP_VARIANTS|UNILATERAL_LOWER_ACCESSORY|STRENGTH_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|LOAD_REPS,,CORE_OWNER,CORE_OWNED
ex_64422511,랜덤 방향전환 드릴,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_644e0f9d,V업,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,CORE_FLEXION_ANTERIOR_CORE|CORE_FLEXION_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|DYNAMIC_CORE_FLEXION_STRESS|REPS_OR_TIME,,CORE_OWNER,CORE_OWNED
ex_6463edad,딥스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,DIP_COMPOUND_PUSH_VARIANTS|UPPER_PUSH_COMPOUND|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|DIP_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_64644b5e,런지,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|LUNGE_DECELERATION_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_64661229,월싯,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,KNEE_DOMINANT_ISOMETRIC|LOWER_BODY_ISOMETRIC_ACCESSORY|FATIGUE|ACCESSORY_VOLUME|LOW_LOAD_PREHAB_CONTROL_STRESS|TIME,,CORE_OWNER,CORE_OWNED
ex_6466fe77,친업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS|VERTICAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|VERTICAL_PULL_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_681d9ed2,러닝,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CARDIO_RECORDS|CONDITIONING|FATIGUE|CONDITIONING|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE_PACE_OR_INTENSITY,,PASS,AUTO_APPROVED
ex_681eed4a,수영,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CARDIO_RECORDS|CONDITIONING|FATIGUE|CONDITIONING|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE_PACE_OR_INTENSITY,,PASS,AUTO_APPROVED
ex_69a56484,래터럴 스텝다운,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,YES,NO,STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence alongside core authority.,STEP_UP_VARIANTS|UNILATERAL_LOWER_ACCESSORY|STRENGTH_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_6a966452,체스트 서포티드 원암 덤벨 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_704cbf1a,덤벨 스텝업,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,YES,NO,STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence alongside core authority.,STEP_UP_VARIANTS|UNILATERAL_LOWER_ACCESSORY|STRENGTH_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_708e64ce,덤벨 풀오버,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Runtime PULLOVER_ACCESSORY plus HYPERTROPHY_VOLUME supports a reviewed general hypertrophy relation; queue item resolved.,PULLOVER_LAT_CHEST_ACCESSORY|PULLOVER_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,GENERAL_RELATION_PROMOTED,GENERAL_REVIEWED
ex_70f19bf,리닝 래터럴 레이즈,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS|SHOULDER_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_721f7b5b,힙 쓰러스트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HIP_THRUST_GLUTE_BRIDGE_VARIANTS|GLUTE_POSTERIOR_CHAIN_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|HINGE_POSTERIOR_CHAIN_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_728da646,힙 어브덕션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HIP_ABDUCTION_GLUTE_MED_ACCESSORY|HIP_ABDUCTOR_GLUTE_MED_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS_OR_REPS,Bootstrap PLYOMETRIC conflicts with runtime HIP_ABDUCTION_GLUTE_MED_ACCESSORY.,PASS,AUTO_APPROVED
ex_72f11dc5,덤벨 리스트 익스텐션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,MUSCULAR_ENDURANCE|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,FOREARM_GRIP_ACCESSORY|FOREARM_GRIP_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS_OR_TIME,,PASS,MANUALLY_REVIEWED
ex_73b0b63f,아처 푸시업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PUSH_UP_VARIANTS|UPPER_PUSH_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BODYWEIGHT_PUSH_STRESS|REPS_AT_LOAD,,PASS,AUTO_APPROVED
ex_7404067c,케틀벨 스윙,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,BALLISTIC_HINGE_POWER|BALLISTIC_HINGE_POWER|FATIGUE|BALANCE|BADMINTON_SUPPORTIVE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
ex_74c2d13b,계단 오르기,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CARDIO_RECORDS|CONDITIONING|FATIGUE|CONDITIONING|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE_PACE_OR_INTENSITY,,PASS,AUTO_APPROVED
ex_752b45ae,멀티셔틀 풋워크,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_767e188e,아놀드 프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_PRESS_VARIANTS|OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|OVERHEAD_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_7814843a,원암 덤벨 숄더프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_PRESS_VARIANTS|OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|OVERHEAD_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_79f3bdbe,덤벨 숄더프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_PRESS_VARIANTS|OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY|STRENGTH_VOLUME|HYPERTROPHY_VOLUME|FATIGUE|OVERHEAD_PUSH_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_7ce96a7a,프론트풋 엘리베이티드 스플릿 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_7deabeba,리어델트 케이블 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS|REAR_DELT_SCAPULAR_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_85b2ac56,원암 덤벨 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_85f12271,원레그 박스 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|UNILATERAL_LOWER_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_86323ed6,원암 해머 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS|BRACHIALIS_FOREARM_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_8633d8db,EZ바 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_8824026f,원레그 레그 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HAMSTRING_CURL_VARIANTS|HAMSTRING_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,Bootstrap PLYOMETRIC conflicts with runtime HAMSTRING_CURL_VARIANTS.,PASS,AUTO_APPROVED
ex_8a3800f1,리버스 노르딕 컬,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,QUAD_ECCENTRIC_KNEE_DOMINANT|KNEE_DOMINANT_ACCESSORY|FATIGUE|BALANCE|BADMINTON_SUPPORTIVE|ECCENTRIC_TENDON_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_8e4bf08e,Yates Row,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_8e69fc74,스플릿 스텝 리액션,PROGRAM_SELECTABLE,SPORT_TASK_LAYER,NO,YES,YES,NO,,,Existing badminton_objective_relations.csv owns sport-task semantics.,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS|BADMINTON_FOOTWORK|FATIGUE|BADMINTON_TRANSFER|BALANCE|COURT_SPORT_MOVEMENT_STRESS|TIME_OR_DISTANCE,,SPORT_TASK_OWNER,SPORT_TASK_OWNED
ex_91b749b3,플랫 덤벨 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CHEST_ISOLATION|CHEST_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_91f6958d,터키시 겟업,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,TURKISH_GETUP_TOTAL_BODY_STABILITY|TOTAL_BODY_STABILITY_SKILL|FATIGUE|COORDINATION|SHOULDER_STABILITY|CORE_STABILITY|BADMINTON_SUPPORTIVE|LOADED_CARRY_BRACING_STRESS|QUALITY_LOAD_REPS,,CORE_OWNER,CORE_OWNED
ex_93538692,덤벨 래터럴 레이즈,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS|SHOULDER_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_95028bfe,덤벨 리스트 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,MUSCULAR_ENDURANCE|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,FOREARM_GRIP_ACCESSORY|FOREARM_GRIP_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS_OR_TIME,,PASS,MANUALLY_REVIEWED
ex_9b132c23,사이드 스텝 후 정지,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,LATERAL_BOUND_LANDING_DECELERATION_VARIANTS|DECELERATION_LANDING|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|PLYOMETRIC_LANDING_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_9bd6dddb,줄넘기,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ANKLE_STIFFNESS_SSC_CONDITIONING|ANKLE_SSC_CONDITIONING|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|TIME_OR_REPS,,PASS,AUTO_APPROVED
