"sourceFile","line","function","analysisModule","inputField","inferredOutput","replacementRelationRequired","riskLevel"
"app/src/main/java/com/training/trackplanner/analysis/strengthproxyprior/StrengthProxyPriorRegistry.kt","112","fromRows","shared metadata/data","context-dependent string/token collection","val (factor, loading) = token.split(':', limit = 2)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/text/AnalysisSentencePolicy.kt","21","containsProhibitedExpression","shared metadata/data","context-dependent string/token collection","prohibitedExpressions.any { expression -> message.contains(expression) }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueAxisScoringModels.kt","24","<file>","connective tissue","context-dependent string/token collection","MOVEMENT_FAMILY_FALLBACK,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueAxisScoringModels.kt","25","<file>","connective tissue","context-dependent string/token collection","CONSERVATIVE_FALLBACK,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC31Parser.kt","93","Map","connective tissue","name","private fun Map<String, String>.tokens(name: String) = value(name).split('|').filter(String::isNotBlank).toSet()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC31Parser.kt","96","Map","connective tissue","name","value(name).split('|').filter(String::isNotBlank).mapTo(linkedSetOf()) { enumValueOf(it.uppercase()) }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC3ResearchParser.kt","162","Map","connective tissue","name","value(name).split('|').map(String::trim).filter(String::isNotBlank).toSet()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueC3ResearchParser.kt","167","Map","connective tissue","name","else -> error(""Invalid boolean in $name: ${value(name)}"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContextModifier.kt","84","resolve","connective tissue","context-dependent string/token collection","val tier = tiers[exerciseStableKey] ?: return resolution(","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContextModifier.kt","178","requireValid","connective tissue","context-dependent string/token collection","require(row.loadUnitStableKey.contains(""LEFT"", ignoreCase = true).not())","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContextModifier.kt","179","requireValid","connective tissue","context-dependent string/token collection","require(row.loadUnitStableKey.contains(""RIGHT"", ignoreCase = true).not())","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContinuousAxisScoring.kt","210","aggregate","connective tissue","context-dependent string/token collection","val groupSizes = candidates.groupingBy { it.dependencyGroupId.ifBlank { it.sourceConditionId } }.eachCount()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContinuousAxisScoring.kt","212","aggregate","connective tissue","context-dependent string/token collection","val dependencyGroup = candidate.dependencyGroupId.ifBlank { candidate.sourceConditionId }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContinuousAxisScoring.kt","230","aggregate","connective tissue","context-dependent string/token collection","1.0 / weights.values.sumOf { it * it }, candidates.map { it.cohortId.ifBlank { it.sourceConditionId } }.distinct().size,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueContinuousAxisScoring.kt","231","aggregate","connective tissue","context-dependent string/token collection","candidates.map { it.dependencyGroupId.ifBlank { it.sourceConditionId } }.distinct().size","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueDoseResolver.kt","48","resolve","connective tissue","context-dependent string/token collection","val rpe = sets.mapNotNull { it.rpe }.average().takeIf { !it.isNaN() } ?: record.entry.rpe","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueDoseResolver.kt","84","resolveExactProfile","connective tissue","context-dependent string/token collection","?: return missing(""Exact bodyweight tissue dose requires body weight."")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEffectiveBaselinePolicy.kt","124","classify","connective tissue","context-dependent string/token collection","else -> TissueCanonicalStatus.VERY_HIGH","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceParser.kt","364","finalClaims","connective tissue","context-dependent string/token collection","finalClaimNotes = row.value(""finalClaimNotes"").ifBlank { row.value(""verificationNotes"") }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceParser.kt","462","Map","connective tissue","name","else -> error(""Invalid boolean in $name: ${value(name)}"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceParser.kt","465","Map","connective tissue","name","value(name).split('|').map(String::trim).filter { it.isNotBlank() && it != ""NONE"" }.distinct()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceParser.kt","472","dimensionReference","connective tissue","context-dependent string/token collection","val parts = value.split(':', limit = 2)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","485","phaseB1Research","connective tissue","context-dependent string/token collection","decision.targetStableKeys.filterNot(canonicalNamesByStableKey::containsKey).forEach {","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","773","phaseCClaimCandidates","connective tissue","context-dependent string/token collection",") || !candidate.candidateClaimType.contains(""COMPOSITE"", ignoreCase = true) ||","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","774","phaseCClaimCandidates","connective tissue","context-dependent string/token collection","candidate.candidateClaimType.contains(""PURE"", ignoreCase = true))","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","807","phaseCAdjudications","connective tissue","context-dependent string/token collection","!adjudication.requiredDisclosure.contains(""CLOSE_VARIANT"") ||","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","808","phaseCAdjudications","connective tissue","context-dependent string/token collection","!adjudication.requiredDisclosure.contains(""VERY_HIGH"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","816","phaseCAdjudications","connective tissue","context-dependent string/token collection","!adjudication.requiredDisclosure.contains(""composite"", ignoreCase = true) ||","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueEvidenceValidator.kt","817","phaseCAdjudications","connective tissue","context-dependent string/token collection","!adjudication.requiredDisclosure.contains(""DIMENSION_SUPPORTED_BY_EXPLICIT_PROXY"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMetadataParser.kt","200","Map","connective tissue","name","else -> error(""Invalid boolean in $name: ${value(name)}"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMetadataParser.kt","207","Map","connective tissue","name","else -> error(""Invalid boolean in $name: $value"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMetadataParser.kt","211","Map","connective tissue","name","value(name).split('|').map(String::trim).filter { it.isNotBlank() && it != ""NONE"" }.distinct()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMetadataValidator.kt","112","profiles","connective tissue","context-dependent string/token collection","else -> Unit","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueModifierResolver.kt","74","resolve","connective tissue","context-dependent string/token collection",".maxByOrNull(TissueModifierRule::precedence)?.factor ?: baseWeight","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","19","<file>","connective tissue","context-dependent string/token collection","data class TissueMtcFallbackResolutionTrace(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","30","<file>","connective tissue","context-dependent string/token collection","val fallbackRuleId: String,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","73","traces","connective tissue","context-dependent string/token collection","TissueMtcFallbackResolutionTrace(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","77","traces","connective tissue","context-dependent string/token collection","row.required(""confidence""), row.required(""fallbackRuleId""), row.enum(""inheritanceLevel""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","97","resolve","connective tissue","context-dependent string/token collection","TissueMtcInheritanceLevel.FUNCTIONAL_COMPLEX, TissueMtcInheritanceLevel.CONSERVATIVE_FALLBACK -> true","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","107","resolve","connective tissue","context-dependent string/token collection","TissueMtcInheritanceLevel.CONSERVATIVE_FALLBACK to 6","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","116","validate","connective tissue","context-dependent string/token collection","traces: List<TissueMtcFallbackResolutionTrace>,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","123","validate","connective tissue","context-dependent string/token collection","if (applicability.any { it.allocationPolicy != ""PARENT_ONLY_WHEN_COMPLEX_FALLBACK"" }) errors += ""Parent-child double-counting boundary is missing.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcExerciseBridge.kt","126","validate","connective tissue","context-dependent string/token collection","if (traces.size != expectedTraceKeys.size || actualTraceKeys != expectedTraceKeys) errors += ""M/T/C fallback traces are incomplete or duplicated.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","12","<file>","connective tissue","context-dependent string/token collection","enum class TissueMtcRubricKind { ABSOLUTE_INTERVAL, CONDITION_ANCHOR, ORDERING_RULE, FAMILY_DEFAULT, CONSERVATIVE_FALLBACK }","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","15","<file>","connective tissue","context-dependent string/token collection","CLOSE_VARIANT_ESTIMATE, COMPLEX_LEVEL_ESTIMATE, MOVEMENT_FAMILY_DEFAULT, CONSERVATIVE_FALLBACK","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","17","<file>","connective tissue","context-dependent string/token collection","enum class TissueMtcInheritanceLevel { EXACT_CONDITION, STABLE_KEY_BASE, CLOSE_VARIANT, FUNCTIONAL_COMPLEX, MOVEMENT_FAMILY, CONSERVATIVE_FALLBACK }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","66","<file>","connective tissue","context-dependent string/token collection","val fallbackRuleId: String,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","72","<file>","connective tissue","context-dependent string/token collection","data class TissueMtcFallbackRule(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","73","<file>","connective tissue","context-dependent string/token collection","val fallbackRuleId: String,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","95","<file>","connective tissue","context-dependent string/token collection","val fallbackPolicyVersion: String,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcModels.kt","129","<file>","connective tissue","context-dependent string/token collection","val operationalFallbackEligible: Boolean,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","32","axisMetricRules","connective tissue","context-dependent string/token collection","row.boolean(""rubricEligible""), row.boolean(""operationalFallbackEligible""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","71","axisProvenance","connective tissue","context-dependent string/token collection","row.required(""rubricId""), row.required(""fallbackRuleId""), row.enum(""inheritanceLevel""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","76","fallbackRules","connective tissue","context-dependent string/token collection","fun fallbackRules(csv: String) = TissueMetadataParser.table(csv).rows.map { row ->","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","77","fallbackRules","connective tissue","context-dependent string/token collection","TissueMtcFallbackRule(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","78","fallbackRules","connective tissue","context-dependent string/token collection","row.required(""fallbackRuleId""), row.int(""priority""), row.enum(""inheritanceLevel""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","90","coefficientSets","connective tissue","context-dependent string/token collection","row.required(""fallbackPolicyVersion""), row.required(""exerciseCatalogSnapshotHash""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcParser.kt","100","Map","connective tissue","name","private fun Map<String, String>.tokens(name: String) = value(name).split('|').map(String::trim).filter(String::isNotBlank).toSet()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcResearchCatalog.kt","85","validate","connective tissue","context-dependent string/token collection",".any { value -> value.contains(""NOT_YET_EXTRACTED"", true) || value.contains(""verification required"", true) }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcResearchCatalog.kt","120","validate","connective tissue","stableKey","if (candidate.value(""stableKey"") !in extraction.value(""appStableKeys"").split('|')) errors += ""$id: stableKey is outside the exact extraction correspondence.""","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt","8","rubricFoundation","connective tissue","context-dependent string/token collection","fallbacks: List<TissueMtcFallbackRule>,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt","19","rubricFoundation","connective tissue","context-dependent string/token collection","if (score == 0.0 && rubric.rubricKind != TissueMtcRubricKind.ABSOLUTE_INTERVAL) errors += ""${rubric.rubricId}: UNKNOWN or fallback cannot become zero.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt","31","rubricFoundation","connective tissue","context-dependent string/token collection","TissueMtcRubricKind.FAMILY_DEFAULT, TissueMtcRubricKind.CONSERVATIVE_FALLBACK -> if (!rubric.operationalOnly || rubric.researchEligible) errors += ""${rubric.rubricId}: fallback rubric leaked into research.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt","39","rubricFoundation","connective tissue","context-dependent string/token collection","if (fallbacks.map { it.priority } != (1..6).toList()) errors += ""Fallback ladder must contain ordered levels 1 through 6.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt","40","rubricFoundation","connective tissue","context-dependent string/token collection","if (fallbacks.any { it.allocationPolicy != ""PARENT_ONLY_WHEN_COMPLEX_FALLBACK"" }) errors += ""Parent-child allocation policy is unsafe.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMtcValidator.kt","42","rubricFoundation","connective tissue","context-dependent string/token collection","if (coefficientSets.any { it.status.contains(""PRODUCTION"") && it.status != ""DRAFT_NON_PRODUCTION"" }) errors += ""C4A cannot activate a production coefficient set.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMultidimensionalParser.kt","85","Map","connective tissue","name","else -> error(""Invalid boolean in $name: ${value(name)}"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueMultidimensionalParser.kt","88","Map","connective tissue","name","value(name).split('|').map(String::trim).filter(String::isNotBlank).toSet()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt","198","table","connective tissue","context-dependent string/token collection","require(educationalTable.header.none { it.contains(""side"", ignoreCase = true) }) {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt","344","requireValid","connective tissue","context-dependent string/token collection","it.contains(""LEFT"", ignoreCase = true) || it.contains(""RIGHT"", ignoreCase = true)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt","435","Map","connective tissue","name","value(name).split('|').map(String::trim).filter(String::isNotBlank)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvAssetRepository.kt","445","Map","connective tissue","name","else -> error(""Invalid Boolean RCV field: $name"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRcvEventLedger.kt","25","resolve","connective tissue","context-dependent string/token collection","else -> missing(""Unsupported reviewed dose basis: $basis"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","29","doseCapabilities","connective tissue","context-dependent string/token collection","fallbackDoseBasis = row.optionalEnum<TissueDoseBasis>(""fallbackDoseBasis""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","30","doseCapabilities","connective tissue","context-dependent string/token collection","fallbackAllowed = row.boolean(""fallbackAllowed""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","31","doseCapabilities","connective tissue","context-dependent string/token collection","fallbackConfidence = row.value(""fallbackConfidence""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","32","doseCapabilities","connective tissue","context-dependent string/token collection","fallbackEvidenceClaimIds = row.tokens(""fallbackEvidenceClaimIds""),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","56","modifierRules","connective tissue","context-dependent string/token collection","precedence = row.value(""precedence"").ifBlank { ""0"" }.toInt(),","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","98","Map","connective tissue","name","else -> error(""Invalid boolean in $name: ${value(name)}"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractParser.kt","101","Map","connective tissue","name","value(name).split('|').map(String::trim).filter(String::isNotBlank).distinct()","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContracts.kt","57","<file>","connective tissue","context-dependent string/token collection","UNSUPPORTED_FALLBACK","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContracts.kt","66","<file>","connective tissue","context-dependent string/token collection","val fallbackDoseBasis: TissueDoseBasis?,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContracts.kt","67","<file>","connective tissue","context-dependent string/token collection","val fallbackAllowed: Boolean,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContracts.kt","68","<file>","connective tissue","context-dependent string/token collection","val fallbackConfidence: String,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContracts.kt","69","<file>","connective tissue","context-dependent string/token collection","val fallbackEvidenceClaimIds: List<String>,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContracts.kt","213","resolve","connective tissue","context-dependent string/token collection","?: unresolved(""Performed side/context is not recorded; no 50:50 split was applied."")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","24","legacyMigrations","connective tissue","context-dependent string/token collection","catalogById[id]?.supportedLoadDimensions?.contains(dimension) == true","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","44","doseCapabilities","connective tissue","context-dependent string/token collection","if (capability.fallbackAllowed &&","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","45","doseCapabilities","connective tissue","context-dependent string/token collection","(capability.fallbackDoseBasis == null || capability.fallbackEvidenceClaimIds.isEmpty())","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","46","doseCapabilities","connective tissue","context-dependent string/token collection",") errors += ""${capability.doseBasis}: fallback lacks a declared basis or approved evidence.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","48","doseCapabilities","connective tissue","context-dependent string/token collection","capability.fallbackAllowed","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","49","doseCapabilities","connective tissue","context-dependent string/token collection",") errors += ""${capability.doseBasis}: unavailable input cannot use an unimplemented fallback.""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","68","modifierRules","connective tissue","context-dependent string/token collection","if (catalogById[rule.tissueId]?.supportedLoadDimensions?.contains(rule.loadDimension) != true) {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecordContractValidator.kt","99","recoveryProfiles","connective tissue","context-dependent string/token collection","catalogById[profile.tissueId]?.supportedLoadDimensions?.contains(profile.loadDimension) != true","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/tissue/TissueRecoveryEngine.kt","15","resolve","connective tissue","context-dependent string/token collection","?: return TissueEventTimeRange(","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/DetailChartSelector.kt","26","sanitizeSelection","shared metadata/data","context-dependent string/token collection","val fallback = selectedMetrics.ifEmpty { defaults }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/DetailChartSelector.kt","28","sanitizeSelection","shared metadata/data","context-dependent string/token collection","DetailChartMode.TREND -> fallback","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/DetailChartSelector.kt","32","sanitizeSelection","shared metadata/data","context-dependent string/token collection","DetailChartMode.RELATIONSHIP -> fallback.take(1)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/FatigueCompositeIndexCalculator.kt","92","categoryFatigueScore","shared metadata/data","context-dependent string/token collection","fallback = 100.0","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/FatigueCompositeIndexCalculator.kt","98","categoryFatigueScore","shared metadata/data","context-dependent string/token collection","fallback = 100.0","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceChartSpecBuilder.kt","249","StrengthWeekIndex","shared metadata/data","context-dependent string/token collection","else -> performanceIndex","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceChartSpecBuilder.kt","257","BadmintonWeekIndex","shared metadata/data","context-dependent string/token collection","else -> trainingIndex","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/PerformanceChartSpecBuilder.kt","267","FatigueWeekIndex","shared metadata/data","context-dependent string/token collection","else -> compositeIndex","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt","216","List","muscle/strength analysis","context-dependent string/token collection","return TrendMath.safeDivide(work, avgRpe, fallback = 100.0)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/StrengthPerformanceIndexCalculator.kt","303","List","muscle/strength analysis","movementPattern","else -> features.movementPattern.ifBlank { ""UNKNOWN"" }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/analysis/trends/TrendMath.kt","10","safeDivide","shared metadata/data","context-dependent string/token collection","fallback: Double = 1.0","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
