relationId,exerciseStableKey,qualityId,relationLevel,regionQualifier,modeQualifier,prescriptionDependent,provenance,evidenceRelationKeys,reviewStatus,notes
pq_129,ex_6463edad,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:DIP_COMPOUND_PUSH|runtime:UPPER_PUSH_COMPOUND,PASS,Runtime strength progression with primary/accessory level preserved.
pq_131,ex_64644b5e,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_133,ex_6466fe77,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_132,ex_6466fe77,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:VERTICAL_PULL_COMPOUND|runtime:VERTICAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_036,ex_681d9ed2,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,SYSTEMIC,CONDITIONING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:CARDIO_CONDITIONING_STRESS|runtime:CONDITIONING,PASS,Direct conditioning capability; prescription determines duration/intensity.
pq_037,ex_681eed4a,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,SYSTEMIC,CONDITIONING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:CARDIO_CONDITIONING_STRESS|runtime:CONDITIONING,PASS,Direct conditioning capability; prescription determines duration/intensity.
pq_135,ex_6a966452,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_134,ex_6a966452,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_136,ex_70f19bf,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_137,ex_721f7b5b,HYPERTROPHY,DIRECT_CAPABILITY,POSTERIOR_CHAIN,HINGE,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HIP_THRUST_GLUTE_BRIDGE_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_138,ex_728da646,HYPERTROPHY,DIRECT_CAPABILITY,POSTERIOR_CHAIN,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HIP_ABDUCTION_GLUTE_MED_ACCESSORY,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_029,ex_72f11dc5,MUSCULAR_ENDURANCE,SUPPORTIVE_CAPABILITY,FOREARM_GRIP,WRIST_EXTENSION,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:GRIP_ENDURANCE|runtime:WRIST_CONTROL_LOAD,PASS,Supportive endurance capability only under high-repetition or time-based prescription.
pq_028,ex_72f11dc5,STRENGTH,DIRECT_CAPABILITY,FOREARM_GRIP,WRIST_EXTENSION,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:FOREARM_GRIP_ACCESSORY|runtime:WRIST_CONTROL_LOAD,PASS,Local forearm/wrist strength capability; no GRIP_STRENGTH taxonomy token.
pq_140,ex_73b0b63f,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PUSH_UP_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_139,ex_73b0b63f,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BODYWEIGHT_HORIZONTAL_PUSH|runtime:UPPER_PUSH_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_010,ex_7404067c,POWER,DIRECT_CAPABILITY,POSTERIOR_CHAIN,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:BALLISTIC_HINGE_POWER|runtime:BALLISTIC_POWER_STRESS,PASS,Ballistic hinge power capability.
pq_011,ex_7404067c,RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,POSTERIOR_CHAIN,BALLISTIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:BALLISTIC_POWER_STRESS|runtime:NEURAL_LOAD,PASS,Rapid force capability under speed-intent prescription.
pq_038,ex_74c2d13b,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,SYSTEMIC,CONDITIONING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:CARDIO_CONDITIONING_STRESS|runtime:CONDITIONING,PASS,Direct conditioning capability; prescription determines duration/intensity.
pq_142,ex_767e188e,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:OVERHEAD_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_141,ex_767e188e,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:OVERHEAD_PRESS_SHOULDER_DOMINANT|runtime:OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_144,ex_7814843a,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:OVERHEAD_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_143,ex_7814843a,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:OVERHEAD_PRESS_SHOULDER_DOMINANT|runtime:OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_146,ex_79f3bdbe,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:OVERHEAD_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_145,ex_79f3bdbe,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:OVERHEAD_PRESS_SHOULDER_DOMINANT|runtime:OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_147,ex_7ce96a7a,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_148,ex_7deabeba,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_149,ex_85b2ac56,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_151,ex_85f12271,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_150,ex_85f12271,STRENGTH,SUPPORTIVE_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SINGLE_LEG_SQUAT_STABILITY|runtime:UNILATERAL_LOWER_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_152,ex_86323ed6,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_153,ex_8633d8db,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_154,ex_8824026f,HYPERTROPHY,DIRECT_CAPABILITY,HAMSTRING,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HAMSTRING_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_156,ex_8e4bf08e,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_155,ex_8e4bf08e,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_157,ex_91b749b3,HYPERTROPHY,DIRECT_CAPABILITY,CHEST,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:CHEST_ISOLATION,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_158,ex_93538692,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_031,ex_95028bfe,MUSCULAR_ENDURANCE,SUPPORTIVE_CAPABILITY,FOREARM_GRIP,WRIST_FLEXION,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:GRIP_ENDURANCE|runtime:WRIST_CONTROL_LOAD,PASS,Supportive endurance capability only under high-repetition or time-based prescription.
pq_030,ex_95028bfe,STRENGTH,DIRECT_CAPABILITY,FOREARM_GRIP,WRIST_FLEXION,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:FOREARM_GRIP_ACCESSORY|runtime:WRIST_CONTROL_LOAD,PASS,Local forearm/wrist strength capability; no GRIP_STRENGTH taxonomy token.
pq_063,ex_9bd6dddb,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,ANKLE,SSC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:ANKLE_STIFFNESS_SSC_CONDITIONING|runtime:ANKLE_SSC_REACTIVE_STRESS,PASS,Reviewed high-confidence SSC family; mechanical context remains runtime metadata.
pq_160,ex_9f283612,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_159,ex_9f283612,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:UNILATERAL_INCLINE_PUSH|runtime:UNILATERAL_UPPER_PUSH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_021,ex_a3ddd8ac,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,ANKLE,SSC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:ANKLE_STIFFNESS_SSC_CONDITIONING|runtime:CALF_ANKLE_SSC_LOAD,PASS,Direct repeated ankle SSC capability.
pq_161,ex_a60496be,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:REAR_DELT_FLY_HORIZONTAL_ABDUCTION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_163,ex_a611010d,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_162,ex_a611010d,STRENGTH,SUPPORTIVE_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:FRONTAL_PLANE_SQUAT_ACCESSORY|runtime:UNILATERAL_LOWER_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_165,ex_a61f1e96,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_164,ex_a61f1e96,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PUSH_COMPOUND|runtime:HORIZONTAL_PUSH_STRENGTH_OR_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_166,ex_a61f307a,HYPERTROPHY,DIRECT_CAPABILITY,CHEST,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:CHEST_ISOLATION,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_168,ex_a76f20b6,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_167,ex_a76f20b6,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_039,ex_ab918e2b,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,SYSTEMIC,CONDITIONING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:CARDIO_CONDITIONING_STRESS|runtime:CONDITIONING,PASS,Direct conditioning capability; prescription determines duration/intensity.
pq_169,ex_b076570e,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_170,ex_b4b198de,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_171,ex_b59bed7d,HYPERTROPHY,DIRECT_CAPABILITY,HAMSTRING,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:HAMSTRING_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_172,ex_b69ab702,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_173,ex_b76d3f92,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LATERAL_RAISE_DELTOID_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_174,ex_b78a8f95,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:KNEE_EXTENSION_QUAD_ISOLATION,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_176,ex_bb4b4276,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:OVERHEAD_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_175,ex_bb4b4276,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:OVERHEAD_PRESS_SHOULDER_DOMINANT|runtime:OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_177,ex_c1a81cb2,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_178,ex_c365e5e2,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_180,ex_c5043892,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_179,ex_c5043892,STRENGTH,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SQUAT_PATTERN_HEAVY_LOWER|runtime:MAIN_LOWER_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_182,ex_c536edc2,HYPERTROPHY,DIRECT_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:OVERHEAD_PRESS_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_181,ex_c536edc2,STRENGTH,SUPPORTIVE_CAPABILITY,SHOULDERS,VERTICAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:OVERHEAD_PRESS_SHOULDER_DOMINANT|runtime:OVERHEAD_PUSH_STRENGTH_OR_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_183,ex_c62c0716,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_184,ex_c8bcf3ce,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LUNGE_SPLIT_SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_185,ex_ca5cce66,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:LAT_STRAIGHT_ARM_PULLDOWN_OR_PULLOVER_ACCESSORY,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_186,ex_d5048362,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_FLEXION_BICEPS_CURL_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_187,ex_d60745b4,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:KNEE_EXTENSION_QUAD_ISOLATION,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_018,ex_d6726746,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,LOWER,LANDING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:PLYOMETRIC_JUMP_VARIANTS|runtime:CALF_ANKLE_SSC_LOAD,PASS,Direct reactive landing capability.
pq_189,ex_d67e5761,HYPERTROPHY,DIRECT_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:SQUAT_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_188,ex_d67e5761,STRENGTH,SUPPORTIVE_CAPABILITY,LOWER,SQUAT,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:SINGLE_LEG_SQUAT_STABILITY|runtime:UNILATERAL_LOWER_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_040,ex_d7c90536,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,SYSTEMIC,CONDITIONING,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:CARDIO_CONDITIONING_STRESS|runtime:CONDITIONING,PASS,Direct conditioning capability; prescription determines duration/intensity.
pq_019,ex_d9e141e4,POWER,DIRECT_CAPABILITY,LOWER,PLYOMETRIC,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:PLYOMETRIC_JUMP_VARIANTS|runtime:PLYOMETRIC_POWER,PASS,Direct vertical power capability.
pq_064,ex_d9e141e4,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,OTHER,SSC,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:PLYOMETRIC_JUMP_VARIANTS|runtime:PLYOMETRIC_LANDING_STRESS,PASS,Reviewed high-confidence SSC family; mechanical context remains runtime metadata.
pq_190,ex_da56a4fe,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,GENERAL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_192,ex_dc9e5953,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_191,ex_dc9e5953,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:VERTICAL_PULL_COMPOUND|runtime:VERTICAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_043,ex_dd16e07a,MOBILITY_ROM,DIRECT_CAPABILITY,JOINT_ROM,MOBILITY_CONTROL,YES,REVIEWED_RUNTIME_METADATA_2026_09,runtime:MOBILITY_RECOVERY_STRESS|runtime:RECOVERY_CONTEXT|runtime:MOBILITY,PASS,Explicit mobility/recovery runtime authority.
pq_194,ex_de46b7f6,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:ROW_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_193,ex_de46b7f6,STRENGTH,DIRECT_CAPABILITY,UPPER_PULL,PULL,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HORIZONTAL_PULL_COMPOUND|runtime:HORIZONTAL_PULL_STRENGTH,PASS,Runtime strength progression with primary/accessory level preserved.
pq_196,ex_debf6a8b,HYPERTROPHY,DIRECT_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:PUSH_UP_VARIANTS,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
pq_195,ex_debf6a8b,STRENGTH,SUPPORTIVE_CAPABILITY,UPPER_PUSH,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:BODYWEIGHT_HORIZONTAL_PUSH|runtime:UPPER_PUSH_ACCESSORY,PASS,Runtime strength progression with primary/accessory level preserved.
pq_197,ex_deca2b61,HYPERTROPHY,DIRECT_CAPABILITY,ARMS,HORIZONTAL_PRESS,YES,RUNTIME_AUTHORITY_AUDIT_2026_09,runtime:HYPERTROPHY_VOLUME|runtime:DIP_TRICEPS_PUSH,PASS,Explicit resistance-volume family; realized hypertrophy remains prescription-dependent.
