stableKey,name,category,detail1,detail2,mode,description,defaultRestSeconds,familyId,familyName,familyRole,familyE1rmMultiplier,movementPattern,movementCategory,primaryMuscles,secondaryMuscles,equipment,equipmentTags,compoundType,forceType,bodyRegion,plane,laterality,axialLoadLevel,stabilityRoles,sportTransferDirect,sportTransferSupportive,badmintonTransferRoles,fatigueCategories,adaptiveBaselineGroups,accessoryRoles,loadProfile,recoveryDecayProfile,systemicLoadWeight,neuralHeavyWeight,neuralSpeedWeight,localLoadWeight,decelerationWeight,elasticSscWeight,rotationPowerWeight,antiRotationWeight,overheadSwingWeight,gripLoadWeight,progressMetricType,strengthProgressionGroup,hypertrophyVolumeGroup,mainLiftGroup,accessoryContributionGroup,estimated1RmEligible,volumeLoadEligible,badmintonTransferStrength,courtMovementTypes,badmintonSkillTargets,jointStressTags,stabilityDemandLevel,mobilityDemandLevel,balanceContributionTags,analysisEligibility,activityKind,planningEligibility,metadataConfidence,imageAssetName,isActive,archivedAt,isCustom,needsReview
ex_a1fc4533,파머스 캐리,기능성운동,그립/코어/보행안정성,덤벨 또는 케틀벨,무게*거리 또는 시간,"파머스 캐리: 그립/코어/보행안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",60,파머스_캐리,파머스 캐리,PRIMARY,1,CARRY,STABILITY,"GRIP,CORE,DEEP_CORE",DEEP_CORE,"DUMBBELL,KETTLEBELL","DUMBBELL,KETTLEBELL",COMPOUND,CARRY,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT",GRIP_FOREARM,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,,MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0,0,0.75,QUALITY_BASED,CARRY,FOREARM_GRIP,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,GRIP_ENDURANCE,WRIST,MODERATE,LOW,GRIP_FOREARM,"FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,HISTORY_ONLY,HIGH,,NO,,NO,NO
ex_a345e30b,캡틴체어 레그 레이즈,근력운동,복직근/고관절굴곡근,전거근/견갑안정근,"캡틴체어, 횟수",팔꿈치를 받치고 다리를 들어 올린다. 매달리기 부담 없이 하복부와 고관절 굴곡을 기록하기 좋다.,60,캡틴체어_레그_레이즈,캡틴체어 레그 레이즈,PRIMARY,1,ISOLATION,HYPERTROPHY,"SCAPULAR_STABILIZERS,CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,SCAPULAR_STABILITY,,SHOULDER_STABILITY_SUPPORT,SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION",SHOULDER_OVERHEAD,"SHOULDER_ACCESSORY,ARM_ACCESSORY,LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0.5,0,VOLUME_LOAD,NONE,CORE,NONE,SHOULDER_CARE,NO,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,,LOW,LOW,SCAPULAR_STABILITY,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a3ddd8ac,라인 홉,기능성운동,발목반응/좌우제어,라인,횟수 또는 시간,바닥 선을 기준으로 짧게 좌우 또는 앞뒤로 넘는다. 낮은 강도의 플라이오메트릭 입문 드릴이다.,45,라인_홉,라인 홉,PRIMARY,1,HOP,PLYOMETRIC,CALF,CORE,BODYWEIGHT,BODYWEIGHT,DRILL,LAND,LOWER,FRONTAL,BILATERAL,NONE,"ANKLE_STABILITY,LANDING_STABILITY",,"LANDING_SUPPORT,ANKLE_SSC_SUPPORT",JUMP_LANDING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,ELASTIC_SSC","BADMINTON_COURT,ELASTIC_SSC","CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",PLYOMETRIC_JUMP,LONG,0.5,0.5,0.5,0.5,0,0.75,0,0,0,0,QUALITY_BASED,NONE,CALVES,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"JUMP_LANDING,RECOVERY_STEP",JUMP_LANDING_CONTROL,ANKLE_ACHILLES,HIGH,LOW,"CALF_ACHILLES,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a4040be3,셔틀런,기능성운동,방향전환/감속/가속,콘,시간 또는 반복,"셔틀런: 방향전환/감속/가속을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",60,셔틀런,셔틀런,PRIMARY,1,FOOTWORK,REACTIVE,"CORE,DEEP_CORE",DEEP_CORE,CONE_MARKER,CONE_MARKER,DRILL,ACCELERATE,TRUNK,MULTI_PLANAR,UNILATERAL,NONE,"TRUNK_CONTROL,LANDING_STABILITY",,"DECELERATION_SUPPORT,LANDING_SUPPORT,COD_SUPPORT,TRUNK_CONTROL_SUPPORT","FOOTWORK,REACTION,DECELERATION","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION","BADMINTON_COURT,DECELERATION",,MODERATE_LOAD,LONG,0.5,0.5,0.75,0.5,0.75,0,0,0,0,0,QUALITY_BASED,BADMINTON_TEST,CORE,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK_SPEED,FIRST_STEP_REACTION,DECELERATION_CONTROL","KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a412dd45,앙클링,기능성운동,발목탄성/러닝리듬,맨몸/트랙,거리 또는 시간,발목을 작게 튕기며 짧은 접지로 앞으로 이동한다. 러닝 전 발목 탄성과 리듬을 깨우는 기본 드릴이다.,30,앙클링,앙클링,PRIMARY,1,JUMP,PLYOMETRIC,CALF,CORE,"CONE_MARKER,TRX_RING,BODYWEIGHT","CONE_MARKER,TRX_RING,BODYWEIGHT",COMPOUND,LAND,LOWER,SAGITTAL,UNILATERAL,NONE,ANKLE_STABILITY,,ANKLE_SSC_SUPPORT,JUMP_LANDING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,ELASTIC_SSC","BADMINTON_COURT,ELASTIC_SSC",,PLYOMETRIC_JUMP,LONG,0.5,0.5,0.5,0.5,0,0.75,0,0,0,0,QUALITY_BASED,NONE,CALVES,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"JUMP_LANDING,RECOVERY_STEP",JUMP_LANDING_CONTROL,ANKLE_ACHILLES,HIGH,LOW,"UNILATERAL_LOWER,CALF_ACHILLES,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a4350c0f,콘 드릴,기능성운동,방향전환/가속/감속,콘,시간,"콘 드릴: 방향전환/가속/감속을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",60,콘_드릴,콘 드릴,PRIMARY,1,FOOTWORK,REACTIVE,"CORE,DEEP_CORE",DEEP_CORE,CONE_MARKER,CONE_MARKER,DRILL,ACCELERATE,TRUNK,MULTI_PLANAR,UNILATERAL,NONE,"TRUNK_CONTROL,LANDING_STABILITY",,"DECELERATION_SUPPORT,LANDING_SUPPORT,COD_SUPPORT,TRUNK_CONTROL_SUPPORT","FOOTWORK,REACTION,DECELERATION","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION","BADMINTON_COURT,DECELERATION",,MODERATE_LOAD,LONG,0.5,0.5,0.75,0.5,0.75,0,0,0,0,0,QUALITY_BASED,BADMINTON_TEST,CORE,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK_SPEED,FIRST_STEP_REACTION,DECELERATION_CONTROL","KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a44ae2ca,플랭크,기능성운동,코어/몸통안정성,맨몸,시간,"플랭크: 코어/몸통안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",45,플랭크,플랭크,PRIMARY,1,ANTI_ROTATION,STABILITY,"CORE,DEEP_CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,HYBRID,BRACE,TRUNK,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT",ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION",ANTI_ROTATION,,MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0.75,0,0,QUALITY_BASED,CORE,CORE,NONE,CORE_STABILITY,NO,NO,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,,HIGH,LOW,ANTI_ROTATION,"FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a60496be,원암 리어델트 케이블 플라이,근력운동,후면삼각근,능형근/회전근개,"케이블, 한팔 무게*횟수",한 팔씩 케이블을 뒤로 벌린다. 견갑을 과하게 모으기보다 후면삼각근으로 팔을 여는 감각을 본다.,60,원암_리어델트_케이블_플라이,원암 리어델트 케이블 플라이,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"RHOMBOID,REAR_DELT,ROTATOR_CUFF,SCAPULAR_STABILIZERS,OBLIQUE",CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,TRANSVERSE,UNILATERAL,NONE,"ANTI_ROTATION,SCAPULAR_STABILITY,ROTATOR_CUFF_CONTROL",,"SHOULDER_STABILITY_SUPPORT,ROTATOR_CUFF_SUPPORT","ANTI_ROTATION_STABILITY,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION","SHOULDER_ACCESSORY,ARM_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0,VOLUME_LOAD,CORE,CORE,NONE,SHOULDER_CARE,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,SHOULDER_DURABILITY",SHOULDER,HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,SHOULDER_CARE,SCAPULAR_STABILITY","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a611010d,코사크 스쿼트,기능성운동,측면가동성/내전근/편측제어,맨몸 또는 케틀벨,횟수 또는 무게*횟수,한쪽으로 깊게 앉으며 반대쪽 다리를 길게 편다. 사이드 런지 범위와 내전근 준비도를 높이는 운동이다.,75,squat,스쿼트,PRIMARY,1,SQUAT,STABILITY,HIP_ADDUCTOR,CORE,"KETTLEBELL,BODYWEIGHT","KETTLEBELL,BODYWEIGHT",COMPOUND,SQUAT,LOWER,FRONTAL,UNILATERAL,HIGH,SINGLE_LEG_STABILITY,,"DECELERATION_SUPPORT,COD_SUPPORT,SINGLE_LEG_STRENGTH_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,NONE,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",HIGH,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,UNILATERAL_LOWER","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a61f1e96,인클라인 덤벨 프레스,근력운동,상부대흉근,전면삼각근/삼두근,"덤벨, 무게*횟수","인클라인 덤벨 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 상부대흉근이고, 전면삼각근/삼두근이 흔들리지 않게 보조한다.",90,vertical_press,수직 프레스,PRIMARY,1.08,PUSH_HORIZONTAL,STRENGTH,"UPPER_CHEST,CHEST,ANTERIOR_DELTOID,TRICEPS",CORE,DUMBBELL,DUMBBELL,COMPOUND,PUSH,UPPER,TRANSVERSE,BILATERAL,NONE,,,,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE",UPPER_PUSH,"ARM_ACCESSORY,TRICEPS_ACCESSORY,TRICEPS_ISOLATION,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,UPPER_PUSH_HORIZONTAL,CHEST,BENCH_PRESS,UPPER_PUSH_ACCESSORY,YES,YES,NONE,NONE,NONE,"SHOULDER,ELBOW",LOW,LOW,UPPER_PUSH,"FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a61f307a,인클라인 덤벨 플라이,근력운동,상부대흉근,전면삼각근/전거근,"덤벨, 무게*횟수",기울인 벤치에서 팔을 넓게 열었다가 상부 가슴으로 모은다. 어깨 앞쪽이 밀리지 않게 가동범위를 조절한다.,60,인클라인_덤벨_플라이,인클라인 덤벨 플라이,PRIMARY,1,ISOLATION,HYPERTROPHY,"UPPER_CHEST,CHEST,ANTERIOR_DELTOID,SHOULDER,SCAPULAR_STABILIZERS",CORE,"DUMBBELL,BENCH","DUMBBELL,BENCH",ISOLATION,BRACE,UPPER,TRANSVERSE,BILATERAL,NONE,,,SHOULDER_STABILITY_SUPPORT,SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION",SHOULDER_OVERHEAD,"SHOULDER_ACCESSORY,ARM_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0.5,0,VOLUME_LOAD,NONE,CHEST,NONE,SHOULDER_CARE,NO,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,SHOULDER,LOW,LOW,SHOULDER_CARE,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a76f20b6,시티드 원암 케이블 로우,근력운동,광배근/능형근,후면삼각근/이두근,"케이블, 한팔 무게*횟수",앉은 상태에서 한 팔씩 케이블을 당긴다. 허리를 세우고 팔꿈치 경로를 일정하게 유지한다.,75,row,로우,PRIMARY,1.12,PULL_HORIZONTAL,STRENGTH,"LAT,RHOMBOID,REAR_DELT,BICEPS",CORE,CABLE,CABLE,COMPOUND,PULL,UPPER,TRANSVERSE,UNILATERAL,MODERATE,,,,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,UPPER_PULL","ARM_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,SHORT,0.5,0.5,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,UPPER_PULL_HORIZONTAL,BACK,ROW,UPPER_PULL_ACCESSORY,YES,YES,NONE,NONE,NONE,ELBOW,HIGH,LOW,"UPPER_PULL,UNILATERAL_UPPER,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a8385c4a,코펜하겐 플랭크,기능성운동,내전근/측면코어/골반안정성,벤치,시간,한쪽 다리를 벤치에 올리고 옆으로 버틴다. 배드민턴 사이드 런지와 방향전환의 골반 안정성을 보강한다.,45,bench_press,벤치프레스,PRIMARY,1,ANTI_ROTATION,STABILITY,"GLUTE_MEDIUS,HIP_ADDUCTOR,CORE,DEEP_CORE,OBLIQUE",DEEP_CORE,BENCH,BENCH,HYBRID,BRACE,LOWER,FRONTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY,PELVIC_STABILITY",,"DECELERATION_SUPPORT,COD_SUPPORT,BADMINTON_SUPPORT_LIGHT,HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT",ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION",ANTI_ROTATION,"LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0.75,0,0,QUALITY_BASED,CORE,GLUTES,NONE,CORE_STABILITY,NO,NO,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,HIP,HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,HIP_STABILITY","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a9b52886,마운틴 클라이머,근력운동,코어/고관절굴곡근,어깨안정근/심폐,"맨몸, 시간 또는 횟수",푸시업 자세에서 무릎을 번갈아 당긴다. 몸통 높이를 유지하며 빠른 고관절 반복과 코어 버티기를 기록한다.,45,마운틴_클라이머,마운틴 클라이머,PRIMARY,1,ANTI_ROTATION,CONDITIONING,"SHOULDER,CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,HYBRID,BRACE,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,KNEE_CONTROL",,"TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT","ANTI_ROTATION_STABILITY,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION","SHOULDER_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0.75,0.5,0,TIME_OR_DISTANCE,CORE,SHOULDERS,NONE,SHOULDER_CARE,NO,NO,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,SHOULDER_DURABILITY",SHOULDER,HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER,SHOULDER_CARE","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_a9e8859c,오버헤드 트라이셉스 익스텐션,근력운동,삼두근 장두,전완근/코어,"덤벨 또는 케이블, 무게*횟수",팔을 머리 위에 둔 상태에서 팔꿈치를 펴 삼두를 훈련한다. 삼두 장두 보완에 좋다.,60,오버헤드_트라이셉스_익스텐션,오버헤드 트라이셉스 익스텐션,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"TRICEPS,FOREARM,CORE",DEEP_CORE,"DUMBBELL,CABLE","DUMBBELL,CABLE",HYBRID,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,"TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT","ANTI_ROTATION_STABILITY,GRIP_FOREARM","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,GRIP_FOREARM","GRIP_FOREARM,ANTI_ROTATION","ARM_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0.75,VOLUME_LOAD,CORE,ARMS,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,GRIP_ENDURANCE","ELBOW,WRIST",HIGH,LOW,"ANTI_ROTATION,GRIP_FOREARM","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,HISTORY_ONLY,HIGH,,NO,,NO,NO
ex_ab468462,레그 프레스,근력운동,대퇴사두근/둔근,햄스트링,"머신, 무게*횟수","레그 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대퇴사두근/둔근이고, 햄스트링이 흔들리지 않게 보조한다.",120,레그_프레스,레그 프레스,PRIMARY,1,SQUAT,STRENGTH,"QUADRICEPS,HAMSTRING,GLUTE",CORE,"MACHINE,TRX_RING","MACHINE,TRX_RING",COMPOUND,SQUAT,LOWER,SAGITTAL,BILATERAL,MODERATE,HIP_STABILITY,,HIP_STABILITY_SUPPORT,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,QUADS,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",LOW,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,HIP_STABILITY,KNEE_CONTROL","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_ab918e2b,실내 자전거,유산소운동,저강도,40분,시간/강도,실내 자전거: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 저강도 기준으로 무리 없이 조절한다.,30,cardio,cardio,PRIMARY,1,LOCOMOTION,CONDITIONING,"CALF,QUADRICEPS,HAMSTRING",CORE,BIKE,BIKE,COMPOUND,ACCELERATE,WHOLE_BODY,SAGITTAL,BILATERAL,NONE,,,,CONDITIONING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE",BADMINTON_COURT,,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0,0,TIME_OR_DISTANCE,NONE,QUADS,NONE,BADMINTON_SUPPORT,NO,NO,GENERAL,RECOVERY_STEP,CONDITIONING,"KNEE,ANKLE_ACHILLES",HIGH,LOW,"CALF_ACHILLES,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_ac7df636,고블릿 스쿼트,기능성운동,하체힘/코어/스쿼트패턴,케틀벨 또는 덤벨,무게*횟수,"고블릿 스쿼트: 하체힘/코어/스쿼트패턴을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",75,squat,스쿼트,PRIMARY,1,SQUAT,STABILITY,"CORE,DEEP_CORE",DEEP_CORE,"DUMBBELL,KETTLEBELL","DUMBBELL,KETTLEBELL",COMPOUND,SQUAT,TRUNK,SAGITTAL,BILATERAL,HIGH,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,CORE,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",LOW,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,HISTORY_ONLY,HIGH,,NO,,NO,NO
ex_aca9d312,러닝 풋살,스포츠,고강도,60분,시간,러닝 풋살: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,30,sport,sport,PRIMARY,1,LOCOMOTION,SKILL_DRILL,"QUADRICEPS,GLUTE,CALF,SHOULDER,CORE",CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,ACCELERATE,WHOLE_BODY,MULTI_PLANAR,UNILATERAL,NONE,,,,CONDITIONING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,BADMINTON_COURT",,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,QUALITY_BASED,NONE,SHOULDERS,NONE,BADMINTON_SUPPORT,NO,NO,GENERAL,RECOVERY_STEP,CONDITIONING,"SHOULDER,HIP,KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,SHOULDER_CARE,CALF_ACHILLES,HIP_STABILITY,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",SPORT_SESSION,FATIGUE_ONLY,HIGH,,YES,,NO,NO
ex_ae9ecdbc,배드민턴,스포츠,중강도,60분,시간,배드민턴: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,30,sport,sport,PRIMARY,1,LOCOMOTION,SKILL_DRILL,"QUADRICEPS,GLUTE,CALF,SHOULDER,CORE",CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,ACCELERATE,WHOLE_BODY,MULTI_PLANAR,UNILATERAL,NONE,,,,"FOOTWORK,CONDITIONING","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,BADMINTON_COURT",,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,QUALITY_BASED,NONE,SHOULDERS,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,RECOVERY_STEP","FOOTWORK_SPEED,CONDITIONING","SHOULDER,HIP,KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,SHOULDER_CARE,CALF_ACHILLES,HIP_STABILITY,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",SPORT_SESSION,FATIGUE_ONLY,HIGH,,YES,,NO,NO
