"exerciseName","stableKey","proposedMovementFamily","proposedMovementSubtype","proposalStatus","reviewDebtDecision","humanReviewQuestion","reviewDebtReason","sourceReviewKind","recommendedResolution","seedPatchReadiness","safeForSeedMutation"
"린단 참고 트랙 스프린트","ex_4773b6ea","SPRINT_ACCELERATION_CONDITIONING_REVIEW","TRACK_SPRINT","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"메디신볼 슬램","ex_26ac0c19","POWER_CORE_SHOULDER_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"바이퍼 트위스트(아래로)","ex_8354acd","POWER_CORE_SHOULDER_REVIEW","NEEDS_SUBTYPE_REVIEW","NEEDS_TEMPLATE_DEFINITION","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"박스 점프","ex_d9e141e4","PLYOMETRIC_JUMP_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"버피","ex_3f184ef9","BODYWEIGHT_CONDITIONING_POWER_REVIEW","BURPEE","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"불가리안 스플릿 스쿼트","ex_e2efd0fe","LUNGE_SPLIT_SQUAT_VARIANTS","BULGARIAN_SPLIT_SQUAT","NEEDS_SOURCE_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"사이드 스텝 후 정지","ex_9b132c23","LATERAL_BOUND_LANDING_DECELERATION_VARIANTS","LATERAL_DECELERATION_STOP","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"싱글 레그 홉 앤 스틱","ex_314df428","PLYOMETRIC_JUMP_VARIANTS","NEEDS_SUBTYPE_REVIEW","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"점프 런지","ex_df966b45","JUMP_LUNGE_PLYOMETRIC_REVIEW","JUMP_LUNGE","NEEDS_STRESS_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","SOURCE_PLUS_STRESS_REVIEW","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"케틀벨 스윙","ex_7404067c","BALLISTIC_HINGE_POWER_REVIEW","KETTLEBELL_SWING","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"포고 점프","ex_e465d1e9","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","POGO_JUMP","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
"줄넘기","ex_9bd6dddb","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","JUMP_ROPE","NEEDS_ROW_REVIEW","STRESS_REVIEW_REQUIRED","NONE","SSC, 감속, 편심, 고축부하 또는 신경계 피로 해석이 남아 있어 일반 템플릿으로 확정하기 어렵습니다.","NONE","KEEP_DRAFT_ONLY_UNTIL_STRESS_MODEL_READY","READY_AFTER_STRESS_REVIEW","NO"
