stableKey,korean,english,provenance,source
ex_721f7b5b,"힙 쓰러스트: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 둔근이고, 햄스트링/코어이 흔들리지 않게 보조한다.","Hip Thrust: Repeat while maintaining posture and joint alignment. The main activator is the gluteal muscles, and it assists the hamstrings/core to keep them steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_728da646,다리를 바깥쪽으로 벌려 중둔근을 훈련한다. 런지와 방향전환에서 골반이 무너지지 않게 돕는다.,Spread your legs outward to train your gluteus medius. Helps prevent the pelvis from collapsing during lunges and changes of direction.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_72f11dc5,손등을 위로 들어 손목 신전근을 훈련한다. 스매시와 라켓 제어 후 손목 균형을 맞추는 보조운동이다.,Raise the back of your hand upward to train your wrist extensors. This is an auxiliary exercise to balance your wrist after smashing and controlling the racket.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_73b0b63f,한쪽 팔에 더 많은 체중을 싣고 좌우로 번갈아 내려간다. 한팔 푸시업으로 가기 전 좌우 밀기 힘을 키운다.,"Put more weight on one arm and alternately go down left and right. Before going to one-arm push-ups, increase your left and right pushing strength.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_7404067c,"케틀벨 스윙: 힙힌지/파워을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Kettlebell swing: Perform briefly and sharply, targeting hip hinge/power. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_74c2d13b,계단 오르기: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,Climbing stairs: Perform while keeping your breathing and pace constant. The intensity can be adjusted without difficulty based on medium intensity.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_752b45ae,연속 투입되는 셔틀에 맞춰 여러 방향으로 이동한다. 경기 속도에서 풋워크와 회복 능력을 함께 훈련한다.,It moves in various directions according to the continuously injected shuttles. Train footwork and recovery skills together at game speed.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_767e188e,손바닥을 몸쪽에서 바깥쪽으로 돌리며 덤벨을 밀어 올린다. 어깨 가동범위가 편한 선에서 통제한다.,Rotate your palms from your body outwards and push up the dumbbells. Control the shoulder range of motion within a comfortable range.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_7814843a,한 팔씩 머리 위로 덤벨을 밀어 올린다. 갈비뼈가 들리지 않게 몸통을 고정하고 좌우 차이를 본다.,Push the dumbbells above your head with one arm at a time. Fix the torso without lifting the ribs and look at the difference between the left and right sides.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_79f3bdbe,덤벨을 어깨 높이에서 머리 위로 밀어 올린다. 바벨보다 어깨 각도를 조절하기 쉬운 기본 어깨 프레스다.,Raise the dumbbells above your head at shoulder height. This is a basic shoulder press that is easier to adjust the shoulder angle than with a barbell.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_7ce96a7a,앞발을 낮은 발판에 올리고 깊게 내려간다. 무릎 전방 범위와 둔근 사용을 함께 늘릴 때 쓴다.,Place your front foot on a low platform and lower down deeply. Used to increase anterior knee range and glute use.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_7deabeba,양쪽 케이블을 잡고 팔을 뒤로 벌린다. 허리 반동 없이 어깨 뒤쪽으로 움직임을 마무리한다.,Hold both cables and spread your arms behind you. Finish the movement with the back of your shoulders without recoil.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_85b2ac56,한 팔씩 덤벨 컬을 수행한다. 좌우 이두 힘 차이를 확인하기 좋고 반동을 줄여 정확히 기록하기 쉽다.,"Perform dumbbell curls with one arm at a time. It is easy to check the difference in strength between the left and right biceps and reduces recoil, making it easy to record accurately.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_85f12271,박스에 앉듯 한발로 내려갔다가 올라온다. 한발 스쿼트 패턴을 안전하게 연습하며 좌우 제어를 확인한다.,Go down with one foot and come up as if you were sitting on a box. Practice the one-legged squat pattern safely and check left and right control.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_86323ed6,엄지가 위를 향하게 잡고 한 팔씩 들어 올린다. 라켓 그립과 전완 버티는 힘을 함께 보강한다.,Hold your thumbs facing upwards and raise one arm at a time. It strengthens both the racket grip and forearm holding strength.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8633d8db,EZ바를 잡고 팔꿈치를 고정해 말아 올린다. 손목 부담을 줄이면서 이두 볼륨을 쌓기 좋다.,Hold the EZ-bar with your elbows fixed and curl it upward. This variation builds biceps volume while reducing wrist strain.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8824026f,레그 컬을 한쪽 다리씩 수행한다. 감속과 착지에 필요한 햄스트링 좌우 균형을 확인한다.,Perform leg curls on one leg at a time. Check the left and right hamstring balance required for deceleration and landing.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8a3800f1,무릎을 대고 몸을 뒤로 천천히 젖혔다 돌아온다. 앞쪽 허벅지와 고관절 앞쪽을 통제된 범위에서 강화한다.,Place your knees and slowly lean your body back. Strengthens the front thighs and front of the hip joints in a controlled range.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8e18b02a,손등이 위를 향한 상태에서 손목을 들어 올린다. 손목 굴곡 운동과 균형을 맞춰 전완을 보강한다.,Raise your wrist with the back of your hand facing upward. Strengthens the forearm in balance with wrist flexion exercises.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8e4bf08e,상체를 약간 숙이고 언더핸드로 배 쪽을 향해 당긴다. 도리안 예이츠의 등 훈련으로 알려진 고중량 로우다.,Bend your upper body slightly and pull toward your stomach with your underhand. This is a heavy row known as Dorian Yates' back training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8e51640a,가슴을 패드나 벤치에 기대고 당긴다. 허리 반동을 줄이고 등 근육에 집중하기 좋다.,Pull your chest against a pad or bench. It is good to reduce back recoil and focus on your back muscles.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_8e69fc74,스플릿 스텝 후 신호 방향으로 첫 발을 빠르게 낸다. 배드민턴 수비와 네트 대시의 출발 반응을 훈련한다.,"After the split step, take your first step quickly in the direction of the signal. Train badminton defense and start reaction of net dash.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_91b749b3,팔꿈치를 살짝 굽힌 채 양팔을 벌렸다가 가슴 앞으로 모은다. 프레스보다 가슴 늘어남과 수축 감각을 우선한다.,"Open your arms with your elbows slightly bent, then bring them together in front of your chest. Prioritize the sensation of chest expansion and contraction over pressing.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_91d8430b,30초 동안 성공한 스매시 횟수를 기록한다. 스매시 속도 장비가 없을 때 상지 폭발력과 반복 타점 유지의 대체 지표로 쓴다.,"Record the number of successful smashes in 30 seconds. When smash speed equipment is not available, it is used as an alternative indicator of upper extremity explosive power and repetition hit maintenance.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_91f6958d,"터키시 겟업: 전신협응/어깨안정성/코어을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Turkish get-up: Perform briefly and clearly with the goal of full-body coordination/shoulder stability/core. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_93538692,"덤벨 래터럴 레이즈: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 측면삼각근이고, 상부승모근/회전근개이 흔들리지 않게 보조한다.","Dumbbell lateral raise: Repeat while maintaining posture and joint alignment. The main activator is the lateral deltoid, and the upper trapezius/rotator cuff assists to keep it steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_95028bfe,전완을 고정하고 손목만 접어 올린다. 손목과 그립 지구력을 보강하되 통증이 있으면 중량을 낮춘다.,"Fix the forearm and fold only the wrist. Strengthen your wrist and grip endurance, but lower the weight if you experience pain.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_99728d25,몸 옆에서 당기는 밴드나 케이블을 가슴 앞에서 밀어낸다. 몸통이 돌아가지 않게 버티며 코어 안정성을 익힌다.,Push a band or cable pulled from the side of your body in front of your chest. Prevent your torso from rotating and learn core stability.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_9b132c23,좌우로 빠르게 이동한 뒤 마지막 스텝에서 몸이 밀리지 않게 정지한다. 방향전환 전 감속 능력을 훈련한다.,"Move quickly left and right, then stop on the last step so that your body does not slide. Train your ability to decelerate before changing direction.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_9bd6dddb,줄넘기: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,Jumping rope: Perform while keeping your breathing and pace constant. The intensity can be adjusted without difficulty based on medium intensity.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_9f283612,인클라인 벤치에서 한 팔씩 덤벨을 밀어 올린다. 상부 가슴과 어깨 전면의 좌우 차이를 확인한다.,Push the dumbbells up with one arm each on an incline bench. Check the difference between the left and right sides of the upper chest and front of the shoulder.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a091b9fe,레그 프레스를 한쪽 다리씩 수행한다. 좌우 힘 차이를 확인하고 한발로 밀어내는 능력을 키우기 좋다.,Perform leg presses on one leg at a time. It is good for checking the difference in power between the left and right sides and developing the ability to push off with one foot.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a12de111,교대로 무릎을 올리며 스킵 리듬으로 전진한다. 무릎 드라이브와 반대팔 리듬을 훈련한다.,Raise your knees alternately and move forward in a skip rhythm. Train knee drive and opposite arm rhythm.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a12de4d2,무릎을 올린 뒤 발을 앞으로 뻗어 긁듯이 내려놓는다. 보폭 회수와 접지 위치 감각을 익힌다.,"Raise your knees, then extend your feet forward and put them down like a scratch. Learn the number of strides and sense of grounding position.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a1fc4533,"파머스 캐리: 그립/코어/보행안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Farmer's Carry: Perform briefly and clearly, targeting grip/core/gait stability. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a345e30b,팔꿈치를 받치고 다리를 들어 올린다. 매달리기 부담 없이 하복부와 고관절 굴곡을 기록하기 좋다.,Support your elbows and lift your legs. It is good for recording lower abdomen and hip flexion without the burden of hanging.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a3ddd8ac,바닥 선을 기준으로 짧게 좌우 또는 앞뒤로 넘는다. 낮은 강도의 플라이오메트릭 입문 드릴이다.,It briefly crosses left and right or back and forth based on the floor line. This is a low-intensity plyometric introductory drill.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a4040be3,"셔틀런: 방향전환/감속/가속을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Shuttle run: Perform briefly and clearly with the goal of changing direction/decelerating/accelerating. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a412dd45,발목을 작게 튕기며 짧은 접지로 앞으로 이동한다. 러닝 전 발목 탄성과 리듬을 깨우는 기본 드릴이다.,Move forward with a small bounce of the ankle and a short landing. This is a basic drill to awaken ankle elasticity and rhythm before running.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a4350c0f,"콘 드릴: 방향전환/가속/감속을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Cone drill: Perform briefly and clearly with the goal of changing direction/accelerating/decelerating. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a44ae2ca,"플랭크: 코어/몸통안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Plank: Performed briefly and sharply, targeting core/trunk stability. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a60496be,한 팔씩 케이블을 뒤로 벌린다. 견갑을 과하게 모으기보다 후면삼각근으로 팔을 여는 감각을 본다.,"Extend the cable back with one arm at a time. Rather than excessively pulling the shoulder blades together, feel the sensation of opening the arm with the rear deltoid muscle.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a611010d,한쪽으로 깊게 앉으며 반대쪽 다리를 길게 편다. 사이드 런지 범위와 내전근 준비도를 높이는 운동이다.,Sit deeply on one side and extend the opposite leg. This exercise increases side lunge range and adductor readiness.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a61f1e96,"인클라인 덤벨 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 상부대흉근이고, 전면삼각근/삼두근이 흔들리지 않게 보조한다.","Incline Dumbbell Press: Repeat while maintaining posture and joint alignment. The prime mover is the upper pectoralis major, and the front deltoid/triceps assists to keep it steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a61f307a,기울인 벤치에서 팔을 넓게 열었다가 상부 가슴으로 모은다. 어깨 앞쪽이 밀리지 않게 가동범위를 조절한다.,"On an inclined bench, open your arms wide and bring them to your upper chest. Adjust the range of motion so that the front of the shoulder does not slide.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a76f20b6,앉은 상태에서 한 팔씩 케이블을 당긴다. 허리를 세우고 팔꿈치 경로를 일정하게 유지한다.,"While sitting, pull the cable with one arm at a time. Keep your back straight and your elbow path constant.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a8385c4a,한쪽 다리를 벤치에 올리고 옆으로 버틴다. 배드민턴 사이드 런지와 방향전환의 골반 안정성을 보강한다.,Place one leg on the bench and brace it to the side. Reinforces pelvic stability for badminton side lunges and changes of direction.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a9b52886,푸시업 자세에서 무릎을 번갈아 당긴다. 몸통 높이를 유지하며 빠른 고관절 반복과 코어 버티기를 기록한다.,"In a push-up position, pull your knees alternately. Keep your torso level and record fast hip repetitions and core braces.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_a9e8859c,팔을 머리 위에 둔 상태에서 팔꿈치를 펴 삼두를 훈련한다. 삼두 장두 보완에 좋다.,Train your triceps by keeping your arms above your head and extending your elbows. It is good for supplementing the triceps and long heads.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_ab468462,"레그 프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대퇴사두근/둔근이고, 햄스트링이 흔들리지 않게 보조한다.","Leg press: Repeat while maintaining posture and joint alignment. The main activator muscles are the quadriceps/gluteus muscles, and they assist in keeping the hamstrings steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_ab918e2b,실내 자전거: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 저강도 기준으로 무리 없이 조절한다.,Indoor cycling: Perform while keeping your breathing and pace constant. The intensity can be adjusted without difficulty based on low intensity.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_ac7df636,"고블릿 스쿼트: 하체힘/코어/스쿼트패턴을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Goblet squat: Perform briefly and clearly, targeting lower body strength/core/squat pattern. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_aca9d312,러닝 풋살: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,Running Futsal: Performed closely to actual sport movements. Record the time and intensity and use it as a standard for the next training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_ae9ecdbc,배드민턴: 실제 종목 동작에 가깝게 수행한다. 시간과 강도를 기록해 다음 훈련의 기준으로 삼는다.,Badminton: Performed closely to the actual game movements. Record the time and intensity and use it as a standard for the next training.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b076570e,한 팔씩 케이블을 옆으로 든다. 어깨가 올라가지 않게 하고 좌우 측면삼각근 차이를 따로 기록한다.,Lift the cable with one arm to the side. Avoid raising your shoulders and record the difference between the left and right lateral deltoid muscles separately.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b3f447be,철봉에 매달려 다리를 들어 올린다. 골반을 말아 올리는 느낌으로 코어를 쓰고 흔들림을 줄인다.,Hang on to the iron bar and lift your legs. Engage your core and reduce shaking by rolling up your pelvis.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b4b198de,옆으로 크게 디뎌 한쪽 다리를 접고 반대쪽은 길게 편다. 사이드 스텝과 측면 감속 능력 보강에 좋다.,"Take a big step to the side, fold one leg, and extend the other leg. Good for reinforcing side steps and lateral deceleration capabilities.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b59bed7d,서서 한쪽 무릎을 굽혀 햄스트링을 수축한다. 좌우 햄스트링 힘 차이를 따로 보기 쉽다.,Stand and bend one knee to contract your hamstring. It is easy to see the difference in left and right hamstring strength separately.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b69ab702,덤벨을 반대쪽 가슴 방향으로 들어 올린다. 팔 두께와 전완 보조 힘을 함께 기른다.,Lift the dumbbell toward the opposite chest. Develop arm thickness and forearm assistance strength together.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b76d3f92,케이블을 옆으로 들어 측면삼각근을 수축한다. 덤벨보다 시작 구간 장력이 커서 가볍게 통제한다.,"Lift the cable to the side and contract your lateral deltoid muscles. The starting section tension is greater than that of dumbbells, so control it lightly.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_b78a8f95,무릎을 펴 대퇴사두근을 수축한다. 스쿼트 후 대퇴사두근 볼륨을 더할 때 가볍게 통제한다.,Extend your knees and contract your quadriceps muscles. Use light control when adding quadriceps volume after squats.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_badminton_lesson,코치와 함께 셔틀을 치는 레슨 시간이다. 실제 플레이 시간만 기록해 배드민턴 수행량 기준으로 삼는다.,It's time for a shuttle lesson with a coach. Only the actual playing time is recorded and used as a standard for badminton performance.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_bb4b4276,"등받이 없는 덤벨 시티드 숄더프레스: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 전면삼각근/측면삼각근이고, 삼두근/코어/견갑안정근이 흔들리지 않게 보조한다.","Backless dumbbell seated shoulder press: Repeat while maintaining posture and joint alignment. The main activating muscles are the front deltoid/lateral deltoid, and the triceps/core/scapular stabilizers assist to prevent shaking.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_bc84eb7f,무작위로 놓이거나 지시된 6방향 셔틀콕을 줍고 중앙으로 회복한다. 실제 랠리처럼 반응과 풋워크 전환을 함께 훈련한다.,"Pick up a randomly placed or indicated 6-way shuttlecock and return to the center. Training reactions and footwork transitions together, just like in a real rally.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_bd072cd,무릎을 편 상태에서 뒤꿈치를 들어 올려 종아리를 수축한다. 발목 강성과 점프·착지 보조 능력을 훈련한다.,"With your knees straight, lift your heels and contract your calves. Train ankle stiffness and jumping/landing assistance ability.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c1a81cb2,로프를 잡고 엄지가 위를 향한 채 컬한다. 케이블 장력으로 팔꿈치 굴곡을 일정하게 기록한다.,Grab the rope and curl with your thumb pointing upward. Elbow flexion is recorded consistently with cable tension.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c1bf2aa8,남자 선수들과의 고강도 훈련 공개 인터뷰를 참고한 항목이다. 긴 랠리 속에서 수비 후 공격 전환을 반복한다.,"This item refers to open interviews with male athletes during high-intensity training. During long rallies, switching between defense and attack is repeated.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c365e5e2,한 팔씩 팔을 편 상태로 아래로 당긴다. 몸통 회전을 막으며 광배근 수축 방향을 따로 확인한다.,Pull down one arm at a time with your arms straight. Prevent torso rotation and check the direction of lat contraction separately.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c4535de3,팔꿈치를 편 푸시업 자세에서 견갑골만 밀고 모은다. 푸시업과 프레스 전 견갑 고정 감각을 만든다.,"In a push-up position with your elbows straight, push and pull together only your shoulder blades. Create a sense of shoulder stability before push-ups and presses.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c4ea0a2a,스킵보다 길게 떠서 전진하되 착지는 조용하게 한다. 초보자는 낮은 볼륨으로 탄성 감각만 확인한다.,"Float longer than the skip and move forward, but land quietly. Beginners only check the elasticity at a low volume.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c5043892,바벨을 앞쪽 어깨에 올리고 스쿼트한다. 상체를 세운 자세로 대퇴사두근과 코어를 함께 훈련한다.,Place the barbell on your front shoulder and squat. Train your quadriceps and core together with your upper body in an upright position.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c536edc2,케이블 저항을 한 팔로 위로 민다. 저항 방향이 흔들리므로 어깨와 몸통 안정성을 함께 요구한다.,"Push the cable resistance upward with one arm. Because the direction of resistance shakes, both shoulder and torso stability are required.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c5c2fdef,짧은 거리에서 70~85% 속도로 부드럽게 가속한다. 전력질주가 아니라 자세와 리듬을 확인하는 드릴이다.,"Accelerate smoothly at 70-85% speed over short distances. This is not a sprint, but a drill to check posture and rhythm.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c5f4c242,소리 신호에 맞춰 무작위 방향으로 이동한다. 예측이 어려운 상황에서 첫 발과 복귀 리듬을 훈련한다.,It moves in a random direction according to the sound signal. Train first step and return rhythm in unpredictable situations.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c62c0716,팔꿈치를 허벅지 안쪽에 고정하고 한 팔씩 컬한다. 반동을 줄인 이두 고립운동으로 좌우 차이 확인에 좋다.,Fix your elbows on the inside of your thighs and curl one arm at a time. This biceps isolation exercise reduces recoil and is good for checking the difference between left and right.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c6d9efef,상대 타이밍에 맞춰 짧게 튀며 준비 자세를 만든다. 첫 발 반응과 이동 리듬을 정리하는 기본 드릴이다.,It bounces briefly according to the opponent's timing and takes a ready stance. This is a basic drill to organize your first step reaction and movement rhythm.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c7977dfd,정해진 시간 안에 6코너 이동을 몇 번 완성하는지 기록한다. 풋워크 속도와 감속 품질 변화를 보기 위한 테스트다.,Record how many times you complete the 6-corner movement within a set time. This is a test to see changes in footwork speed and deceleration quality.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_c8bcf3ce,뒤로 한 발 빼며 내려갔다가 앞발로 밀어 돌아온다. 무릎 부담을 줄이면서 한발 감속과 둔근 사용을 연습한다.,"Take a step back and go down, then push back with your front foot. Practice one-step deceleration and glute use while reducing strain on your knees.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_ca5cce66,팔꿈치를 거의 편 채 손을 허벅지 쪽으로 내린다. 로우나 풀업 전 광배근 사용을 깨우는 보조운동이다.,Lower your hands toward your thighs with your elbows almost straight. This is an auxiliary exercise that awakens the use of the lats before rows or pull-ups.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_cb3c4dc2,발바닥 전체로 바닥을 누르며 앉았다 일어난다. 워밍업이나 회복일에 스쿼트 패턴을 확인한다.,Sit down and stand up by pressing the entire sole of your foot into the floor. Check your squat pattern during your warm-up or recovery day.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d20b7487,누운 상태에서 팔꿈치를 굽혀 이마 뒤쪽으로 내렸다가 편다. 팔꿈치가 벌어지지 않게 통제한다.,"While lying down, bend your elbows and lower them behind your forehead, then straighten them. Control your elbows from spreading.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d5048362,기울인 벤치에 기대 팔을 뒤쪽에 둔 상태로 컬한다. 이두가 늘어난 위치에서 천천히 시작한다.,Lean on an inclined bench and curl with your arms behind you. Start slowly with your biceps in a stretched position.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d5bdffe1,"데드버그: 코어/요추안정성/협응을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Deadbug: Perform briefly and sharply, targeting core/lumbar stability/coordination. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d60745b4,레그 익스텐션을 한쪽 다리씩 수행한다. 대퇴사두근 좌우 차이를 분리해 기록할 수 있다.,Perform leg extensions on one leg at a time. The difference between the left and right quadriceps muscles can be recorded separately.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d6726746,낮은 박스에서 내려와 짧게 착지한 뒤 즉시 점프한다. 빠른 접지와 반응 파워를 훈련한다.,"Come down from the low box, land briefly, and jump immediately. Train quick grounding and reaction power.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d67e5761,한쪽 다리를 앞으로 뻗고 한발로 깊게 앉았다 일어난다. 강도가 높아 보조를 두고 범위를 조절해 기록한다.,"Extend one leg forward, sit deeply on one foot, and then stand up. Because the intensity is high, the range is adjusted and recorded with assistance.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d7c90536,로잉머신: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,Rowing machine: Perform while keeping breathing and pace constant. The intensity can be adjusted without difficulty based on medium intensity.,CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d9084b5e,몸을 비스듬히 세운 상태에서 한 팔 중심으로 당긴다. 견갑 안정성과 좌우 당기는 힘을 스포츠 전이형으로 보강한다.,"With your body upright, pull with one arm centered. Shoulder stability and left and right pulling strength are reinforced with a sports transfer type.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_d9e141e4,"박스 점프: 탄성/하체파워/착지제어을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.","Box jump: Perform briefly and clearly with the goal of elasticity/lower body power/landing control. Check landing, stopping, and body stability first rather than speed.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_da56a4fe,상체를 숙이고 팔꿈치를 몸 옆에 고정한 뒤 팔을 뒤로 편다. 가볍게 끝 범위 수축을 확인한다.,"Bend your upper body, fix your elbows next to your body, and stretch your arms back. Lightly check for end range contraction.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
ex_dc9e5953,"랫풀다운: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 광배근이고, 이두근/하부승모근이 흔들리지 않게 보조한다.","Lat pulldown: Repeat while maintaining posture and joint alignment. The main movable muscle is the lats, and the biceps/lower trapezius muscles assist to keep it steady.",CODEX_GENERATED_ENGLISH,exercise_bootstrap.csv
